nd,nf,la,ld,ndev,nuc,contains_bug
1,2,54,0,1,0,TRUE
1,1,1,0,11,8,FALSE
2,2,29,1,11,4,FALSE
9,20,568,660,12,351,TRUE
3,3,0,26,11,26,FALSE
1,2,45,4,12,74,FALSE
3,3,40,6,12,48,FALSE
1,1,7,1,12,10,FALSE
1,1,4,0,12,20,FALSE
2,4,15,13,12,57,FALSE
1,1,15,4,12,41,TRUE
4,4,63,0,12,13,FALSE
1,1,1,1,12,14,FALSE
2,3,17,1,12,67,FALSE
1,1,56,0,1,0,FALSE
5,14,82,35,12,164,TRUE
2,3,68,53,12,29,TRUE
1,1,25,0,12,22,FALSE
2,3,6,0,12,121,FALSE
1,1,2,0,12,2,FALSE
2,2,2,8,11,19,FALSE
1,2,0,6,11,58,FALSE
2,3,35,5,11,19,FALSE
3,4,151,2,12,161,TRUE
4,4,129,17,12,45,TRUE
1,1,1,0,12,1,FALSE
8,8,108,2,12,230,TRUE
1,1,8,1,10,8,FALSE
2,3,3,48,12,133,FALSE
1,1,5,0,11,4,FALSE
2,2,15,12,11,31,TRUE
1,1,1,0,11,4,FALSE
4,7,123,59,12,158,TRUE
5,9,298,159,12,160,TRUE
2,3,21,3,12,98,TRUE
5,7,43,2,12,135,TRUE
4,6,89,5,12,39,TRUE
4,8,156,0,12,141,FALSE
1,2,1,6,12,46,TRUE
3,4,129,115,11,49,TRUE
1,1,3,0,11,17,FALSE
1,2,15,10,11,48,FALSE
1,1,1,0,11,6,FALSE
1,2,2,2,12,86,FALSE
1,1,30,8,11,22,FALSE
1,1,2,0,11,13,FALSE
1,1,5,0,11,2,FALSE
1,1,10,1,11,9,FALSE
1,3,78,12,11,56,FALSE
5,5,92,1,11,101,TRUE
1,2,4,12,10,8,FALSE
2,2,4,3,12,49,FALSE
1,1,1,1,12,18,FALSE
11,21,38,123,12,521,TRUE
3,4,47,0,12,107,FALSE
1,1,0,3,12,63,FALSE
3,5,30,9,12,133,TRUE
9,11,56,57,12,181,FALSE
1,1,14,2,12,29,FALSE
3,5,34,3,12,125,TRUE
2,2,30,8,12,99,FALSE
3,3,3,3,11,15,FALSE
4,6,168,0,12,119,TRUE
2,2,0,4,12,70,FALSE
1,1,4,4,12,20,FALSE
1,1,1,0,12,19,FALSE
1,1,5,5,11,1,FALSE
2,3,4,4,11,74,FALSE
1,1,1,1,10,35,FALSE
3,7,14,14,12,125,FALSE
2,2,5,3,12,104,FALSE
1,1,1,2,12,33,TRUE
1,1,186,186,12,2,TRUE
2,2,18,4,11,18,FALSE
3,4,20,7,11,49,TRUE
5,5,65,65,11,73,TRUE
10,21,55,0,12,258,TRUE
12,26,46,49,12,659,TRUE
3,4,4,4,11,168,FALSE
17,34,105,105,11,747,TRUE
3,3,7,4,11,110,FALSE
1,1,1,1,10,3,FALSE
1,1,2,0,11,34,FALSE
3,3,15,0,11,36,FALSE
5,17,1,0,12,67,FALSE
3,3,72,15,11,39,TRUE
4,4,12,3,12,102,TRUE
4,7,58,56,12,147,TRUE
3,3,8,24,11,66,TRUE
2,3,12,2,12,100,TRUE
1,1,12,0,12,14,FALSE
3,4,17,1,12,97,FALSE
6,7,128,30,11,56,TRUE
1,1,1,5,11,7,FALSE
3,6,14,13,4,12,FALSE
