nd,nf,la,ld,ndev,nuc,contains_bug
1,1,1,1,20,13,FALSE
1,1,7,10,20,12,FALSE
1,1,0,9,20,11,FALSE
1,1,0,9,20,10,FALSE
2,2,3,3,20,20,FALSE
1,1,111,103,20,17,FALSE
14,14,23,32,20,23,FALSE
1,1,9,0,20,15,FALSE
6,8,547,442,20,12,FALSE
2,2,36,29,20,14,FALSE
14,14,40,12,20,14,FALSE
1,3,28,15,20,6,FALSE
1,2,45,20,20,3,FALSE
5,8,45,54,20,25,FALSE
1,2,28,29,18,65,FALSE
1,1,2,2,20,11,FALSE
2,4,55,96,20,4,FALSE
10,22,909,741,20,17,TRUE
3,3,816,0,20,10,FALSE
3,7,243,238,20,9,FALSE
4,10,413,252,20,3,TRUE
2,4,9,9,20,134,FALSE
1,1,21,8,20,26,FALSE
1,1,1,2,20,9,FALSE
1,1,0,4,20,9,FALSE
6,10,231,98,20,489,TRUE
1,1,0,1,20,4,FALSE
1,1,34,32,20,40,FALSE
1,1,1,6,20,8,FALSE
2,2,4,1,20,15,FALSE
1,1,2,2,20,6,FALSE
2,2,6,2,20,8,FALSE
1,1,2,1,1,2,FALSE
1,1,1,0,1,1,FALSE
2,2,9,6,20,6,FALSE
2,2,7,3,20,4,FALSE
3,4,107,107,20,4,FALSE
1,1,0,0,1,0,FALSE
1,1,1,0,20,1,FALSE
284,707,23644,23362,,,FALSE
1,1,1,2,19,39,FALSE
3,6,54,2,19,478,TRUE
1,1,4,1,19,73,FALSE
1,2,14,4,18,63,FALSE
1,1,4,41,18,56,FALSE
2,3,7,7,19,88,FALSE
1,1,2,2,19,10,FALSE
5,7,65,30,19,342,FALSE
1,1,4,1,1,6,FALSE
1,1,6,0,1,5,FALSE
1,1,2,2,1,4,FALSE
1,1,8,0,1,3,FALSE
1,1,3,0,1,2,FALSE
1,1,2,0,1,1,FALSE
1,1,2,2,19,86,FALSE
1,1,13,0,1,0,FALSE
10,14,157,575,20,197,FALSE
1,1,1,1,19,71,FALSE
1,1,4,0,19,35,FALSE
1,1,1,1,19,45,FALSE
3,3,10,5,19,148,FALSE
1,1,6,3,19,34,FALSE
1,1,2,2,19,13,FALSE
1,1,2,3,19,1,FALSE
4,8,56,12,19,523,TRUE
1,1,1,0,19,18,FALSE
1,2,13,6,19,61,FALSE
1,1,15,0,19,323,FALSE
2,2,10,1,19,139,FALSE
1,1,9,2,19,322,FALSE
2,2,3,1,19,338,FALSE
1,1,15,15,19,320,FALSE
2,2,13,0,19,326,FALSE
2,2,18,1,18,12,FALSE
1,1,1,1,19,85,FALSE
2,2,38,28,19,321,FALSE
1,1,1,1,18,55,FALSE
3,3,7,5,19,328,FALSE
1,1,0,2,19,21,FALSE
4,6,195,196,19,112,TRUE
1,1,2,2,18,3,FALSE
2,2,58,58,19,69,FALSE
3,3,2,4,19,97,FALSE
1,1,1,1,19,126,FALSE
1,1,1,1,19,66,FALSE
1,1,6,6,19,65,FALSE
1,1,6,15,18,54,TRUE
1,1,3,5,18,53,TRUE
1,1,9,8,18,52,TRUE
1,1,18,15,18,51,TRUE
3,4,264,254,19,40,TRUE
4,7,283,206,19,412,FALSE
5,16,175,162,19,554,TRUE
1,1,21,0,18,9,FALSE
2,2,3,3,19,27,TRUE
1,1,6,6,18,63,FALSE
5,14,212,113,19,481,TRUE
1,1,1,2,18,27,FALSE
1,1,1,0,18,26,FALSE
1,1,9,1,18,25,FALSE
1,1,3,1,19,35,FALSE
1,1,2,0,19,37,FALSE
5,16,154,85,19,577,FALSE
1,1,10,8,19,312,FALSE
1,1,83,115,19,18,TRUE
3,3,30,20,19,87,TRUE
2,2,30,1,19,158,FALSE
3,5,22,14,18,169,TRUE
1,1,0,0,12,1,FALSE
3,5,10,10,19,32,FALSE
1,1,0,5,18,36,FALSE
1,1,3,3,18,35,FALSE
1,1,2,1,19,4,FALSE
5,10,50,21,19,434,TRUE
1,1,2,1,19,309,FALSE
6,6,20,0,18,133,FALSE
1,1,1,0,18,3,FALSE
1,1,2,2,18,50,FALSE
1,1,12,2,18,35,FALSE
1,1,10,0,19,308,FALSE
1,1,14,9,19,1,TRUE
1,1,3,3,18,31,FALSE
2,3,54,6,18,178,TRUE
1,1,1,1,18,122,FALSE
9,15,467,224,19,655,TRUE
1,1,11,22,18,305,FALSE
1,1,1,0,18,304,FALSE
1,1,2,1,18,33,FALSE
1,1,3,1,18,20,FALSE
1,1,20,18,18,8,FALSE
1,1,1,1,18,61,FALSE
1,1,2,2,18,7,FALSE
1,1,5,1,18,32,FALSE
2,2,21,8,18,140,TRUE
1,1,3,0,18,1,FALSE
1,1,3,2,18,303,FALSE
1,1,2,1,18,34,FALSE
3,5,39,48,18,460,FALSE
1,2,5,9,18,61,TRUE
1,2,32,35,18,49,TRUE
1,1,4,2,18,30,FALSE
1,1,2,2,18,120,FALSE
2,2,4,2,18,18,FALSE
1,1,3,2,18,16,FALSE
2,4,82,68,18,45,FALSE
1,1,10,13,18,28,TRUE
1,1,30,0,18,27,TRUE
2,2,9,0,18,50,FALSE
4,6,141,25,18,368,TRUE
3,3,8,1,18,40,FALSE
1,1,7,7,18,300,FALSE
1,2,48,33,18,299,FALSE
2,4,11,11,18,337,FALSE
1,3,7,12,18,305,FALSE
1,1,17,19,18,296,FALSE
1,1,88,88,18,295,FALSE
1,1,2,2,18,294,FALSE
2,2,6,0,18,34,FALSE
2,3,75,103,18,309,FALSE
1,1,4,4,18,70,FALSE
2,5,29,33,18,310,TRUE
1,3,23,39,18,294,FALSE
1,4,94,158,18,292,TRUE
1,3,119,1,18,289,TRUE
6,6,0,0,1,0,FALSE
2,2,21,27,18,298,FALSE
1,1,7,6,18,48,FALSE
1,1,14,6,18,47,FALSE
1,1,35,2,18,46,FALSE
1,1,63,55,18,45,TRUE
1,1,2,2,18,81,FALSE
2,2,60,57,18,156,FALSE
4,5,15,9,18,78,FALSE
2,2,3,4,18,41,TRUE
1,1,18,32,18,28,TRUE
2,4,19,10,18,86,FALSE
2,2,17,22,18,141,FALSE
3,3,19,8,18,116,FALSE
1,1,3,3,18,3,FALSE
1,1,0,3,18,287,FALSE
1,1,6,9,18,286,FALSE
1,1,40,39,18,285,TRUE
1,1,22,23,18,284,FALSE
1,1,0,4,18,283,FALSE
1,1,1,12,18,282,FALSE
1,1,70,69,18,281,TRUE
1,1,1,1,18,280,FALSE
1,1,0,7,18,279,FALSE
2,2,327,338,18,286,FALSE
1,1,23,27,18,277,FALSE
1,2,105,109,18,319,TRUE
2,3,24,28,18,277,FALSE
1,1,26,26,18,274,TRUE
2,4,181,133,18,280,TRUE
1,1,1,1,16,47,FALSE
1,2,21,22,18,7,FALSE
2,4,134,186,18,280,FALSE
6,12,12,9680,18,14,FALSE
1,1,2,2,18,271,FALSE
3,4,23,0,18,388,FALSE
4,8,36,91,18,418,TRUE
2,7,201,237,18,280,TRUE
1,1,3,14,18,267,FALSE
1,1,0,4,18,266,FALSE
2,2,19,24,18,267,FALSE
1,1,0,3,18,264,FALSE
1,1,0,24,18,263,FALSE
1,1,6,6,18,262,TRUE
2,2,38,81,18,266,TRUE
1,1,3,2,18,7,FALSE
2,3,5,2,18,18,FALSE
2,2,1,21,12,7,FALSE
1,1,6,4,18,2,FALSE
2,3,23,16,18,5,FALSE
4,10,32,112,18,174,TRUE
5,12,74,281,18,427,TRUE
1,1,17,6,18,44,TRUE
2,2,21,1,12,5,FALSE
1,1,6,3,18,259,FALSE
17,17,42,34,18,81,TRUE
1,1,6,2,18,258,FALSE
1,1,0,0,1,1,FALSE
1,1,7,0,18,42,FALSE
4,4,34,12,18,177,FALSE
2,3,27,4,18,329,TRUE
3,3,6,6,12,6,FALSE
1,1,19,0,10,5,FALSE
1,1,19,0,10,6,FALSE
1,1,1,1,18,59,FALSE
3,3,24,8,18,204,FALSE
3,3,11,2,18,51,TRUE
1,1,1,1,18,57,FALSE
1,1,2,1,18,9,FALSE
1,2,2,2,18,134,FALSE
1,1,2,2,12,2,FALSE
1,1,3,1,18,256,TRUE
1,1,11,1,18,22,FALSE
1,1,1,1,18,25,TRUE
1,1,1,1,18,24,FALSE
1,1,3,3,18,115,FALSE
1,1,1,2,18,17,FALSE
4,4,8,1,18,453,FALSE
1,1,1,5,18,23,FALSE
1,1,2,0,18,22,FALSE
1,1,4,0,18,21,TRUE
1,1,6,3,18,20,FALSE
2,2,29,4,18,31,FALSE
1,1,39,39,18,1,FALSE
1,1,4,4,18,69,FALSE
2,2,139,85,18,29,FALSE
1,1,16,0,18,77,FALSE
1,1,3,6,18,9,FALSE
1,1,9,2,18,8,FALSE
1,1,5,6,18,76,FALSE
1,1,1,1,18,54,FALSE
1,1,2,2,18,75,FALSE
1,1,1,5,18,74,FALSE
1,1,1,1,18,254,FALSE
3,3,82,26,18,334,FALSE
3,3,58,22,18,401,TRUE
4,4,118,37,18,346,TRUE
1,1,1,1,18,52,FALSE
2,2,8,2,18,362,FALSE
2,2,13,5,18,128,FALSE
1,1,3,1,18,16,FALSE
2,2,32,1,18,23,FALSE
1,1,4,3,18,3,FALSE
1,1,9,9,18,110,FALSE
1,1,1,1,18,5,FALSE
4,4,10,3,18,54,TRUE
2,2,3,1,18,14,FALSE
2,2,6,3,18,358,FALSE
2,2,36,7,18,256,TRUE
2,2,15,1,18,260,TRUE
2,3,10,0,1,0,FALSE
1,1,0,0,12,1,FALSE
1,1,1,1,1,1,FALSE
1,2,10,0,1,0,FALSE
1,2,10,0,1,0,FALSE
3,3,5,5,12,6,FALSE
1,1,15,3,18,246,FALSE
4,4,0,0,18,109,FALSE
4,4,8,8,12,4,FALSE
9,9,18,18,12,9,FALSE
1,4,473,473,18,138,TRUE
1,2,10,0,1,0,FALSE
26,50,216,216,12,45,FALSE
1,1,1,1,18,51,FALSE
1,1,1,2,18,30,FALSE
1,1,1,1,18,50,FALSE
1,1,1,1,18,49,FALSE
1,1,1,1,18,48,FALSE
2,2,3,1,18,50,FALSE
1,1,1,1,18,245,FALSE
1,1,1,1,18,72,FALSE
4,4,0,0,18,105,FALSE
1,1,1,1,1,1,FALSE
2,2,7,4,18,40,FALSE
1,1,5,0,18,28,FALSE
2,3,1,1,18,45,FALSE
3,4,101,153,18,93,TRUE
1,1,17,9,18,67,FALSE
1,1,1,1,18,66,FALSE
1,1,6,2,18,10,FALSE
2,3,39,21,18,61,TRUE
2,3,22,9,18,30,FALSE
1,1,1,1,18,33,FALSE
1,1,8,4,18,11,FALSE
6,11,26,15,18,413,TRUE
1,2,22,19,17,13,FALSE
4,4,22,4,18,392,FALSE
1,1,2,1,18,65,FALSE
1,1,2,2,18,38,FALSE
1,1,9,0,18,37,TRUE
1,1,2,2,12,4,FALSE
7,8,38,13,18,188,TRUE
1,1,2,2,18,6,FALSE
1,1,8,1,18,11,FALSE
1,1,2,0,18,10,TRUE
1,1,48,41,18,9,TRUE
1,1,12,4,18,25,FALSE
1,1,1,1,18,107,FALSE
1,2,10,0,1,0,FALSE
2,2,4,4,1,2,FALSE
1,1,4,3,11,7,FALSE
2,2,9,0,18,130,FALSE
1,1,3,1,18,27,FALSE
2,2,3,4,18,53,TRUE
1,1,1,1,18,45,FALSE
1,1,2,0,18,242,TRUE
2,3,98,23,18,57,FALSE
2,2,4,31,18,56,FALSE
2,2,18,9,18,17,TRUE
1,1,2,0,18,8,TRUE
1,1,2,2,18,23,TRUE
1,1,4,2,18,11,FALSE
1,1,1,1,18,241,FALSE
1,1,1,1,1,3,FALSE
1,1,1,1,18,240,TRUE
1,1,1,1,18,36,FALSE
2,2,1,1,18,36,TRUE
1,1,1,1,18,34,FALSE
1,1,6,4,11,6,FALSE
1,1,1,1,1,2,FALSE
1,1,2,2,18,71,FALSE
1,1,1,1,2,1,FALSE
4,4,0,0,18,97,FALSE
1,1,1,1,18,105,FALSE
1,1,1,1,18,18,FALSE
1,1,2,2,1,1,FALSE
4,4,15,7,18,53,FALSE
2,2,5,1,18,246,TRUE
1,1,2,1,18,238,FALSE
1,1,3,5,18,8,FALSE
2,2,39,6,18,32,TRUE
1,1,1,1,10,4,FALSE
1,1,1,1,18,42,FALSE
1,1,4,4,18,33,FALSE
7,8,100,10,18,480,FALSE
2,2,1,8,18,47,FALSE
3,3,24,10,18,281,FALSE
1,1,10,9,18,7,TRUE
2,4,0,275,11,34,FALSE
4,6,19,13,18,372,FALSE
4,8,21,14,18,392,TRUE
1,3,3,2,18,1,FALSE
3,4,37,16,18,30,FALSE
1,1,9,31,18,4,FALSE
2,2,12,2,18,236,FALSE
2,3,53,25,18,2,FALSE
1,1,3,4,18,29,FALSE
3,5,97,43,18,283,TRUE
2,3,27,19,18,328,TRUE
1,1,2,1,18,230,TRUE
1,1,2,2,18,229,TRUE
5,9,308,216,18,101,TRUE
1,1,2,1,18,21,FALSE
2,2,11,2,18,27,FALSE
1,1,6,3,18,15,FALSE
1,1,6,0,18,228,FALSE
4,4,285,138,18,265,TRUE
4,4,229,80,18,347,FALSE
1,1,1,0,18,14,FALSE
1,1,0,2,18,13,FALSE
1,1,37,46,18,11,TRUE
1,1,36,46,18,12,FALSE
1,1,1,1,18,10,FALSE
2,4,69,7,18,45,TRUE
1,1,5,1,18,225,TRUE
1,1,5,1,18,6,TRUE
4,5,127,4,18,39,TRUE
6,8,199,27,18,132,TRUE
1,1,2,2,18,224,FALSE
1,1,1,1,18,223,TRUE
1,1,1,1,18,19,FALSE
2,2,15,14,18,41,TRUE
6,10,171,165,18,187,TRUE
1,1,1,0,18,36,FALSE
1,1,0,0,18,64,FALSE
3,5,69,203,18,28,TRUE
1,1,63,0,18,35,FALSE
6,7,91,22,18,195,FALSE
1,1,1,0,18,62,FALSE
4,5,118,181,18,40,TRUE
1,1,2,2,18,12,FALSE
2,2,3,3,18,43,FALSE
2,2,50,12,18,254,TRUE
1,1,1,1,18,20,FALSE
1,1,1,1,18,19,FALSE
1,1,5,0,18,18,TRUE
2,2,6,5,18,33,FALSE
1,1,1,1,17,25,FALSE
1,1,2,1,17,26,FALSE
1,2,4,3,18,11,FALSE
1,2,10,0,1,0,FALSE
1,2,10,0,1,0,FALSE
1,2,10,0,1,0,FALSE
2,2,4,4,12,7,FALSE
1,1,11,2,18,17,TRUE
1,2,8,223,18,64,FALSE
3,3,75,26,18,113,TRUE
3,3,38,19,18,21,FALSE
1,1,18,1,18,6,FALSE
1,1,12,4,18,221,TRUE
2,2,5,0,18,238,TRUE
2,2,33,20,18,236,TRUE
3,4,27,19,18,30,TRUE
1,1,1,1,18,69,FALSE
1,1,3,2,18,218,FALSE
1,1,4,0,18,217,FALSE
1,1,1,1,18,1,FALSE
1,1,3,0,18,216,FALSE
1,1,7,1,18,31,TRUE
4,4,31,4,18,301,FALSE
5,5,153,1,18,149,FALSE
1,1,2,0,18,214,TRUE
2,4,4,196,18,231,FALSE
4,5,81,34,18,255,TRUE
1,1,3,0,18,15,FALSE
1,1,1,2,18,6,FALSE
4,5,16,1,18,290,FALSE
1,1,20,8,18,210,TRUE
3,5,54,55,18,238,TRUE
3,5,46,7,18,251,TRUE
3,5,59,21,18,229,TRUE
1,1,2,2,18,96,FALSE
1,1,5,4,18,30,FALSE
1,2,63,43,18,89,TRUE
1,1,0,4,18,206,FALSE
89,89,2973,659,16,3044,FALSE
2,3,38,38,18,267,TRUE
1,2,10,0,1,0,FALSE
2,2,35,10,18,218,TRUE
1,2,5,6,18,16,FALSE
1,2,6,2,18,15,TRUE
1,1,1,0,18,18,FALSE
2,2,17,9,18,104,FALSE
1,3,101,48,18,18,TRUE
2,4,46,7,18,23,TRUE
1,1,2,2,12,1,FALSE
1,1,4,3,17,27,TRUE
1,1,1,1,17,26,FALSE
1,1,1,2,17,25,FALSE
1,1,5,0,17,24,TRUE
3,4,39,3,12,4,FALSE
1,1,1,1,17,1,TRUE
2,3,10,7,18,56,FALSE
5,5,1,1,18,103,FALSE
1,2,10,0,1,0,FALSE
1,1,1,1,18,33,FALSE
1,1,5,1,17,13,FALSE
7,10,182,93,18,344,TRUE
1,1,1,89,18,4,FALSE
5,5,132,43,18,19,TRUE
4,4,37,5,18,103,TRUE
3,3,37,0,18,97,TRUE
1,1,18,1,17,5,TRUE
2,2,42,2,18,97,FALSE
2,2,65,14,18,95,FALSE
1,1,1,1,18,7,FALSE
5,15,0,0,1,0,FALSE
5,11,302,121,18,111,TRUE
1,1,2,2,17,2,FALSE
2,3,17,6,18,211,TRUE
2,2,21,3,18,5,FALSE
5,6,102,11,18,128,TRUE
4,12,470,34,18,301,TRUE
1,1,4,1,17,12,FALSE
3,3,44,3,17,91,FALSE
14,14,3,1,17,4,FALSE
5,17,794,551,17,447,TRUE
1,1,2,2,17,199,FALSE
5,9,49,43,17,354,TRUE
1,1,93,0,5,5,FALSE
1,1,1,1,17,31,FALSE
1,1,1,0,16,14,FALSE
2,5,152,91,17,214,TRUE
4,6,42,29,17,242,TRUE
1,1,1,1,16,22,FALSE
2,2,2,7,17,45,FALSE
1,1,1,0,16,13,FALSE
1,1,8,15,16,5,FALSE
1,2,2,2,10,7,FALSE
3,3,7,7,16,199,FALSE
1,1,1,0,16,12,FALSE
1,3,3,0,1,0,FALSE
1,1,1,0,16,11,FALSE
1,1,0,6,15,1,FALSE
1,1,5,0,1,2,FALSE
1,2,10,0,1,0,FALSE
6,11,1,1,16,11,FALSE
1,1,83,92,16,5,FALSE
1,1,2,2,17,6,FALSE
1,1,2,2,17,10,FALSE
1,1,2,1,17,5,TRUE
1,1,2,1,17,9,TRUE
1,1,5,2,17,4,TRUE
1,1,5,2,17,8,FALSE
6,7,297,82,17,36,TRUE
5,6,112,124,17,55,FALSE
5,6,112,124,17,64,FALSE
5,6,23,1,16,293,TRUE
6,6,1,1,16,5,FALSE
1,1,1,1,1,1,FALSE
1,1,0,2,16,11,FALSE
1,1,1,1,16,2,FALSE
6,20,755,757,16,327,FALSE
2,2,2,2,1,2,FALSE
1,1,0,0,10,4,FALSE
1,1,1,1,16,4,FALSE
2,2,3,2,16,102,FALSE
2,2,5,2,16,87,FALSE
1,1,1,1,16,3,FALSE
1,1,129,0,1,0,TRUE
1,1,6,0,1,0,FALSE
1,2,91,0,1,0,TRUE
1,1,3,2,16,64,FALSE
1,1,41,7,16,1,FALSE
2,2,85,0,1,0,FALSE
2,3,220,1,1,1,TRUE
1,1,20,1,16,1,FALSE
1,1,1,0,16,29,FALSE
1,1,3,1,16,1,FALSE
1,2,114,6,16,1,FALSE
2,2,41,0,16,63,TRUE
1,1,1,0,16,15,FALSE
3,4,29,29,16,231,FALSE
1,1,3,0,16,1,TRUE
1,1,1,0,16,10,FALSE
3,4,89,12,16,293,TRUE
1,1,1,0,16,9,FALSE
90,90,2919,338,16,3035,FALSE
1,1,0,0,16,3,FALSE
6,20,939,937,16,374,TRUE
3,3,63,63,16,194,TRUE
3,4,80,0,16,21,FALSE
6,16,0,0,1,0,FALSE
3,3,10,3,16,3,FALSE
6,9,75,37,16,374,TRUE
7,9,154,19,16,276,TRUE
3,5,55,45,16,217,TRUE
1,1,3,3,16,78,FALSE
2,2,0,6,11,18,FALSE
1,1,1,1,16,77,FALSE
3,4,6,3,16,212,TRUE
4,7,58,52,16,214,TRUE
1,1,1,0,13,7,FALSE
3,3,22,14,16,286,TRUE
3,3,45,1,16,283,TRUE
2,2,3,3,16,202,TRUE
1,1,6,1,16,8,FALSE
2,2,10,3,15,1,FALSE
2,2,2,0,16,180,FALSE
3,3,56,35,16,260,TRUE
1,1,3,0,16,28,FALSE
1,1,4,3,16,27,FALSE
1,1,8,4,16,26,FALSE
3,3,29,0,16,25,FALSE
3,4,135,1,16,23,FALSE
1,1,7,6,16,24,FALSE
1,1,136,0,1,0,FALSE
1,1,2,2,16,73,FALSE
2,2,11,6,16,250,TRUE
1,1,5,1,16,177,FALSE
3,4,39,1,16,178,TRUE
1,1,2,2,15,59,FALSE
1,1,6,0,13,6,FALSE
1,1,0,3,16,71,FALSE
3,3,2,33,16,111,FALSE
2,2,38,1,16,244,TRUE
3,4,17,10,16,269,TRUE
1,1,2,2,16,14,FALSE
2,2,5,3,16,24,FALSE
3,4,51,11,16,219,TRUE
1,1,3,0,16,67,FALSE
2,2,64,2,16,13,TRUE
1,1,1,0,16,66,FALSE
90,90,435,79,16,2931,FALSE
2,2,13,11,16,34,FALSE
1,1,2,1,16,172,TRUE
1,1,7,4,16,171,TRUE
5,6,131,88,16,277,TRUE
3,3,5,4,16,198,TRUE
1,1,2,2,15,58,FALSE
1,1,5,0,2,2,FALSE
1,2,10,0,1,0,FALSE
1,2,2,2,16,215,FALSE
1,1,1,1,13,59,FALSE
1,1,2,4,15,7,FALSE
1,2,10,0,1,0,FALSE
3,3,40,29,16,171,TRUE
2,2,20,85,15,5,FALSE
1,1,1,1,15,166,TRUE
1,1,8,2,15,165,FALSE
1,1,9,1,15,164,FALSE
1,1,1,0,13,5,FALSE
2,3,102,63,15,272,TRUE
1,1,5,0,13,4,FALSE
1,1,4,6,15,2,FALSE
1,1,2,2,15,57,FALSE
2,2,135,135,15,60,FALSE
1,1,11,5,15,6,FALSE
2,2,1539,1539,15,168,TRUE
1,1,36,0,15,161,FALSE
4,4,1702,1639,15,223,TRUE
1,1,63,102,15,159,TRUE
3,3,18,1,15,68,FALSE
3,3,15,1,15,13,FALSE
2,3,64,41,15,7,FALSE
4,4,18,26,15,11,FALSE
6,7,158,48,15,167,TRUE
7,9,197,31,15,322,TRUE
2,3,20,6,15,165,TRUE
2,2,54,13,15,104,TRUE
1,1,1,0,15,155,FALSE
1,1,12,0,1,0,FALSE
1,1,0,39,14,2,FALSE
1,1,30,159,15,154,FALSE
1,1,39,0,14,1,FALSE
1,1,159,30,15,153,FALSE
1,2,162,164,15,2,TRUE
2,2,129,15,14,6,TRUE
1,2,145,0,1,0,FALSE
1,1,2,0,15,152,FALSE
1,1,1,0,15,151,FALSE
2,2,135,209,15,155,TRUE
3,3,14,12,15,209,TRUE
4,6,363,132,15,182,TRUE
2,2,123,3,14,147,TRUE
1,1,1,0,13,146,TRUE
1,1,5,5,13,145,TRUE
1,1,2,2,13,144,FALSE
1,1,19,5,13,143,TRUE
1,1,28,21,13,142,TRUE
1,1,11,5,13,21,FALSE
1,1,1120,1119,13,141,TRUE
4,4,1123,1100,13,193,TRUE
1,2,2,0,13,6,FALSE
2,2,30,4,13,142,TRUE
2,2,8,1,13,141,FALSE
1,1,1,1,1,2,FALSE
1,1,4,1,1,1,FALSE
1,1,53,46,13,137,FALSE
1,1,1,1,13,32,TRUE
1,1,6,3,13,31,TRUE
2,3,36,38,13,186,FALSE
3,3,13,5,13,156,FALSE
1,1,6,2,12,9,FALSE
1,1,1,1,13,19,FALSE
1,1,1,1,11,17,FALSE
1,1,1,1,11,16,FALSE
1,1,126,1,1,1,FALSE
1,1,1,1,11,5,TRUE
1,1,75,0,1,0,FALSE
1,1,6,3,13,58,FALSE
1,1,2,2,12,5,FALSE
1,1,2,1,13,57,FALSE
1,1,1,1,11,15,TRUE
4,4,0,0,13,85,FALSE
1,4,0,87,2,6,FALSE
2,2,22,15,13,137,TRUE
1,1,3,0,13,133,FALSE
1,1,2,2,12,4,FALSE
1,1,1,1,10,3,FALSE
1,1,1,1,12,3,FALSE
1,1,9,0,13,132,FALSE
1,1,2,2,12,53,FALSE
1,1,4,0,13,56,FALSE
3,3,0,0,12,79,FALSE
1,3,181,22,13,57,FALSE
4,5,156,30,13,195,FALSE
1,1,11,7,13,1,FALSE
1,1,1,1,12,130,FALSE
3,5,118,8,13,89,FALSE
1,1,18,4,12,52,FALSE
