nd,nf,la,ld,ndev,nuc,contains_bug
2,5,504,443,12,72,FALSE
1,1,5,1,12,39,FALSE
7,13,670,392,12,228,TRUE
1,1,4,3,12,80,FALSE
6,17,18,15,12,59,FALSE
2,5,8,8,12,153,FALSE
2,2,20,7,12,25,FALSE
1,1,35,7,12,11,FALSE
1,1,2,2,12,16,FALSE
1,1,39,3,12,13,FALSE
2,2,16,0,12,14,FALSE
1,2,34,2,12,44,FALSE
2,2,42,20,12,14,TRUE
3,6,88,4,12,135,TRUE
2,2,6,0,12,27,FALSE
1,1,30,48,12,15,FALSE
13,15,17,8,12,86,FALSE
1,1,1,1,11,2,FALSE
16,122,4497,4497,12,122,FALSE
2,4,4,2,12,85,FALSE
1,1,4,3,12,14,FALSE
1,1,9,1,11,19,FALSE
1,1,30,22,12,6,FALSE
1,1,5,4,12,14,FALSE
1,2,84,24,12,8,FALSE
2,2,3,4,12,19,FALSE
1,1,61,0,1,0,FALSE
2,3,114,0,12,26,TRUE
4,18,51,56,12,83,FALSE
1,1,32,19,12,6,TRUE
2,2,8,8,1,2,FALSE
14,70,481,476,12,577,TRUE
4,5,0,37,12,21,FALSE
19,41,416,368,12,121,TRUE
3,16,202,111,12,189,FALSE
1,6,247,74,12,32,TRUE
5,17,489,105,12,207,TRUE
12,14,231,53,12,197,TRUE
4,6,78,69,12,88,FALSE
1,1,39,1,11,9,FALSE
3,3,72,41,12,25,FALSE
1,1,28,13,11,9,FALSE
1,1,3,0,1,0,FALSE
3,3,15,13,12,70,FALSE
2,5,127,106,12,91,TRUE
6,6,97,37,12,75,TRUE
1,2,5,2,12,55,FALSE
2,4,46,1,12,29,FALSE
2,2,54,41,11,6,FALSE
2,2,61,13,10,2,FALSE
25,64,493,2764,11,181,FALSE
2,5,1,13,12,127,FALSE
1,1,2,2,12,10,FALSE
1,1,7,14,12,5,FALSE
1,1,8,8,12,7,FALSE
1,1,4,1,11,10,FALSE
3,3,65,2,11,9,FALSE
4,6,20,7,12,130,FALSE
1,1,1,0,11,4,FALSE
4,4,35,9,11,14,FALSE
3,3,5,8,11,10,FALSE
2,4,56,22,12,61,FALSE
5,7,57,24,11,5,FALSE
1,1,10,3,11,2,FALSE
2,3,308,8,11,17,TRUE
1,1,1,1,11,1,FALSE
5,14,355,355,12,179,TRUE
1,1,10,2,12,75,FALSE
1,2,2,2,11,22,FALSE
2,3,163,141,11,104,TRUE
1,1,20,5,11,9,FALSE
2,6,59,8,11,78,FALSE
1,1,12,5,12,74,TRUE
1,1,2,2,11,4,FALSE
1,2,10,5,11,15,FALSE
1,6,142,42,11,62,TRUE
4,29,5,5,11,14,FALSE
48,57,13,30,11,37,FALSE
1,11,181,23,11,145,TRUE
1,2,177,25,11,13,FALSE
1,1,2,2,9,1,FALSE
2,3,124,18,11,23,FALSE
2,2,5,23,11,9,FALSE
8,16,699,154,11,201,TRUE
1,1,1,1,7,2,FALSE
2,9,132,56,11,98,TRUE
2,2,95,0,11,34,FALSE
9,9,18,9,11,17,FALSE
12,29,169,196,11,292,TRUE
2,4,40,19,11,132,TRUE
5,27,100,102,11,209,TRUE
15,25,605,407,11,210,TRUE
1,1,11,0,11,36,FALSE
2,2,95,7,11,37,FALSE
2,3,86,19,11,38,TRUE
2,3,52,1,11,38,FALSE
0,0,0,0,0,0,TRUE
2,4,53,18,11,18,TRUE
7,17,32,43,11,98,TRUE
1,1,10,18,11,3,FALSE
1,1,23,4,9,67,FALSE
3,5,32,6,11,14,FALSE
1,10,221,8,11,35,FALSE
4,12,163,115,11,45,TRUE
1,3,27,9,11,20,TRUE
3,3,44,11,11,18,TRUE
10,27,1105,16,11,51,TRUE
2,2,0,106,10,7,FALSE
3,3,48,0,1,0,FALSE
3,3,110,27,11,8,TRUE
2,2,64,54,11,5,FALSE
1,2,35,2,11,22,FALSE
1,1,26,4,10,3,TRUE
2,2,117,1,9,34,FALSE
9,97,711,712,11,129,TRUE
5,10,475,312,8,34,FALSE
2,2,10,2,9,37,FALSE
3,10,326,177,10,75,TRUE
2,2,28,8,10,13,FALSE
1,2,45,12,10,25,TRUE
2,2,9,2,10,5,FALSE
1,1,75,40,9,3,TRUE
1,1,2,2,9,4,FALSE
1,1,1,1,9,66,FALSE
7,21,880,2,11,47,TRUE
3,8,183,58,10,12,TRUE
6,16,936,30,10,31,TRUE
6,8,180,50,9,25,FALSE
1,3,40,12,10,3,FALSE
1,1,5,3,8,4,FALSE
7,25,609,12,9,17,TRUE
1,1,4,2,10,18,TRUE
3,4,364,99,9,4,TRUE
2,6,146,18,10,44,TRUE
1,4,245,3,11,18,FALSE
2,5,3,20,9,45,FALSE
4,9,83,24,9,21,FALSE
7,24,1065,686,11,114,TRUE
2,3,53,22,9,93,TRUE
6,15,732,3,9,22,TRUE
2,7,35,59,9,38,TRUE
1,5,65,38,9,22,TRUE
6,15,563,115,9,44,TRUE
1,1,7,7,8,64,TRUE
2,8,190,172,8,35,TRUE
9,22,1062,55,10,16,TRUE
2,2,39,22,8,4,TRUE
4,22,601,56,8,11,TRUE
1,1,1,1,8,30,FALSE
19,64,2304,234,9,64,TRUE
4,4,2,1,8,2,FALSE
2,8,864,130,9,19,TRUE
2,2,183,0,8,92,TRUE
1,2,2,2,8,3,FALSE
8,17,805,487,8,57,TRUE
7,9,14,14,8,43,FALSE
2,2,621,6,8,2,FALSE
3,10,546,250,8,58,TRUE
2,2,31,3,8,64,FALSE
4,12,992,318,8,22,TRUE
1,1,51,79,8,6,FALSE
1,1,1,1,8,61,FALSE
14,38,1815,34,8,61,TRUE
12,29,588,19,8,24,FALSE
3,13,893,149,8,103,TRUE
3,14,859,54,8,61,FALSE
2,8,120,35,8,50,TRUE
2,2,213,0,1,0,TRUE
2,6,238,6,8,30,TRUE
4,8,681,189,8,76,TRUE
16,20,151,150,8,15,FALSE
11,22,493,89,8,117,TRUE
4,5,218,35,8,10,TRUE
1,1,24,0,7,56,FALSE
3,12,659,198,7,47,TRUE
4,10,566,100,7,83,TRUE
2,5,82,27,7,28,TRUE
2,6,278,74,7,26,TRUE
4,12,920,590,7,79,TRUE
3,4,179,12,7,25,TRUE
2,2,255,91,7,6,FALSE
5,25,676,134,7,74,TRUE
4,12,1007,44,7,26,TRUE
2,3,880,0,7,3,TRUE
3,14,754,188,7,32,TRUE
3,14,1726,327,7,12,TRUE
11,28,1304,87,7,5,TRUE
2,4,359,88,7,5,TRUE
4,4,19,18,7,3,FALSE
2,2,352,21,7,1,TRUE
2,2,11,11,7,1,FALSE
1,1,1,0,5,30,FALSE
10,18,373,10,6,11,TRUE
1,1,13,3,6,25,FALSE
4,19,1030,5,6,11,TRUE
7,16,353,67,6,43,FALSE
1,1,1,1,5,54,FALSE
1,3,32,14,5,105,FALSE
1,1,46,11,5,52,FALSE
1,1,1,0,4,28,FALSE
1,1,2,1,4,27,FALSE
4,5,372,9,5,55,TRUE
1,1,10,9,3,50,TRUE
4,36,2553,2433,4,36,TRUE
1,1,6,2,3,49,TRUE
5,5,58,45,4,28,FALSE
7,52,3988,52,4,26,TRUE
1,1,12,8,3,27,FALSE
1,1,7,176,3,25,FALSE
8,15,131,70,3,89,FALSE
1,1,0,0,1,1,FALSE
1,1,1,1,3,24,FALSE
2,2,14,26,3,3,FALSE
1,6,363,348,3,101,TRUE
1,1,4,4,3,23,FALSE
2,2,9,9,3,69,TRUE
1,1,1,0,3,22,FALSE
2,2,0,0,3,3,FALSE
1,1,50,51,3,46,TRUE
1,1,0,0,1,0,FALSE
9,15,743,333,3,178,TRUE
1,1,2,0,3,44,FALSE
4,5,167,9,3,50,TRUE
6,8,704,0,3,8,TRUE
2,2,8,2,3,44,TRUE
1,1,2,2,3,43,TRUE
1,1,0,5,3,19,FALSE
1,2,3,3,3,9,FALSE
1,1,10,3,3,8,FALSE
4,4,0,0,3,1,FALSE
1,1,13,10,3,23,TRUE
2,3,29,6,3,80,TRUE
1,1,22,9,3,18,FALSE
1,1,4,0,3,41,FALSE
1,1,4,2,3,17,FALSE
1,1,7,4,3,16,FALSE
1,1,1,1,3,15,FALSE
1,1,6,4,3,14,FALSE
10,21,56,197,3,114,FALSE
1,1,2,0,3,18,FALSE
3,3,29,3,3,45,FALSE
1,2,0,0,2,2,FALSE
1,1,2,0,3,12,FALSE
2,3,35,27,3,76,FALSE
1,1,1,1,3,11,FALSE
2,2,12,4,3,33,FALSE
1,1,1,1,3,15,FALSE
1,2,39,20,3,54,TRUE
1,1,55,20,3,10,FALSE
2,2,9,1,3,19,FALSE
1,1,1,0,2,6,FALSE
1,1,2,2,3,9,FALSE
1,1,10,2,3,18,TRUE
2,2,45,8,3,19,TRUE
2,2,11,4,3,3,FALSE
4,5,72,29,3,36,FALSE
3,21,1445,1161,3,134,TRUE
2,2,30,0,3,37,FALSE
1,2,3,0,3,50,FALSE
1,2,3,3,3,48,FALSE
3,10,305,238,3,71,TRUE
1,1,3,3,3,32,FALSE
1,1,18,1,3,31,FALSE
4,7,19,14,3,59,FALSE
1,1,0,10,3,7,FALSE
1,1,6,0,3,6,FALSE
1,1,2,5,3,4,FALSE
5,12,188,144,3,68,TRUE
2,2,2,3,3,10,FALSE
1,1,2,1,3,4,FALSE
1,1,1,1,3,3,FALSE
1,1,12,18,3,2,FALSE
1,1,25,22,3,1,FALSE
3,4,124,2,3,9,FALSE
2,4,210,173,2,40,TRUE
2,4,22,18,2,49,TRUE
2,4,134,134,2,15,FALSE
5,7,37,36,2,56,TRUE
1,1,130,0,1,0,FALSE
1,1,6,8,2,25,FALSE
2,5,139,204,2,34,TRUE
2,2,6,7,2,4,TRUE
2,4,14,14,2,9,FALSE
1,4,139,139,2,5,FALSE
2,3,34,33,2,30,FALSE
1,1,1,1,2,6,FALSE
1,2,7,3,2,9,TRUE
2,5,324,170,2,50,TRUE
1,1,103,1,2,4,TRUE
1,10,384,131,2,22,TRUE
1,1,1,1,2,4,FALSE
1,1,6,1,2,21,FALSE
4,5,104,42,2,33,TRUE
6,10,167,145,2,30,TRUE
1,3,0,0,2,11,FALSE
4,19,613,406,2,55,TRUE
3,4,4,21,2,12,FALSE
1,2,252,101,2,28,TRUE
3,12,178,20,2,16,FALSE
3,4,1,5,2,4,FALSE
31,90,1562,1565,2,125,FALSE
6,10,73,25,2,64,FALSE
5,9,5,23,2,53,FALSE
4,13,137,46,2,72,TRUE
2,6,94,1,2,35,TRUE
1,1,0,2,1,1,FALSE
2,5,49,21,2,29,FALSE
9,22,289,182,2,42,TRUE
2,3,9,6,2,19,FALSE
2,4,3,4,2,22,FALSE
2,4,195,0,1,0,FALSE
3,6,69,11,2,28,TRUE
4,12,62,145,2,39,FALSE
3,6,91,10,1,16,TRUE
5,10,352,244,1,10,TRUE
1,1,0,0,1,0,FALSE
3,5,180,69,1,5,TRUE
10,23,638,0,1,0,FALSE
3,4,68,25,1,16,TRUE
2,3,62,150,1,18,TRUE
1,1,7,6,1,9,FALSE
2,3,73,22,1,14,TRUE
1,3,35,64,1,14,TRUE
1,1,3,10,1,6,FALSE
1,1,0,16,1,5,FALSE
2,2,57,37,1,5,FALSE
1,3,145,89,1,8,TRUE
8,13,241,2,1,6,FALSE
1,1,1,0,1,1,FALSE
1,4,321,322,1,4,TRUE
4,8,483,0,1,0,TRUE
1,1,0,0,1,0,FALSE
