nd,nf,la,ld,ndev,nuc,contains_bug
3,3,103,16,1,0,FALSE
1,1,1,0,1,0,FALSE
2,2,62,30,1,1,FALSE
4,9,270,23,1,0,TRUE
5,7,138,182,1,1,FALSE
1,1,1,0,1,0,FALSE
1,2,21,16,1,2,TRUE
2,2,67,0,1,2,TRUE
10,11,131,12,1,0,TRUE
2,2,6,2,1,0,FALSE
2,4,25,27,1,0,FALSE
1,1,16,0,1,0,FALSE
1,1,1,1,1,0,FALSE
9,13,39,39,1,3,FALSE
4,5,30,0,1,1,FALSE
5,6,89,10,1,0,FALSE
2,2,373,51,1,0,FALSE
2,2,5,5,1,0,FALSE
3,4,71,33,1,0,FALSE
3,3,299,324,1,0,FALSE
1,1,57,35,1,1,FALSE
7,13,39,167,1,0,TRUE
1,1,0,8,1,0,FALSE
2,3,30,48,1,0,TRUE
1,1,3,2,1,2,FALSE
1,1,10,9,1,1,FALSE
3,3,22,12,1,0,FALSE
5,8,100,56,1,3,TRUE
30,30,206,30,1,0,FALSE
2,2,2,2,1,0,FALSE
3,3,27,10,1,0,FALSE
2,2,4,2,1,0,FALSE
1,1,6,0,1,0,FALSE
3,3,163,11,1,0,FALSE
2,3,158,16,1,3,TRUE
1,1,24,7,1,0,TRUE
2,5,235,6,1,0,TRUE
4,6,31,30,1,0,TRUE
2,3,150,13,1,1,TRUE
1,2,25,44,1,0,FALSE
1,1,55,61,1,0,FALSE
1,1,1,1,1,0,FALSE
1,1,1,1,1,0,FALSE
1,1,3,0,1,0,FALSE
1,1,3,1,1,0,FALSE
1,1,1,1,1,0,FALSE
1,1,1,1,1,0,FALSE
2,2,91,3,1,0,FALSE
2,3,324,6,1,0,TRUE
1,1,1,1,1,0,FALSE
1,1,0,2,1,1,FALSE
3,4,494,502,1,0,FALSE
2,4,107,21,1,0,TRUE
2,3,151,8,1,1,TRUE
2,2,51,14,1,0,FALSE
3,5,221,85,1,0,TRUE
1,1,4,2,1,0,FALSE
3,6,483,113,1,0,TRUE
3,3,11,5,1,0,FALSE
1,1,8,3,1,1,FALSE
6,18,270,302,1,0,TRUE
1,1,1,1,1,0,FALSE
1,1,7,2,1,0,FALSE
2,2,3,2,1,0,FALSE
2,2,7,2,1,0,FALSE
1,1,1,0,1,0,FALSE
1,1,5,6,1,0,FALSE
3,3,14,8,1,0,FALSE
1,2,5,6,1,0,FALSE
3,3,6,11,1,0,FALSE
1,1,13,2,1,0,TRUE
3,3,3,3,1,0,FALSE
1,2,2,3,1,2,FALSE
2,2,7,5,1,0,FALSE
5,7,97,25,1,0,FALSE
1,1,1,0,1,0,FALSE
2,3,22,13,1,3,TRUE
3,4,44,17,1,1,TRUE
2,4,22,6,1,0,FALSE
1,1,69,100,1,0,TRUE
3,30,0,0,1,30,FALSE
9,69,20,329,1,1,FALSE
4,6,32,9,1,0,FALSE
4,4,28,184,1,0,FALSE
2,2,5,7,1,0,FALSE
14,228,0,0,1,0,FALSE
1,1,1,2,1,0,FALSE
1,1,1,0,1,0,FALSE
4,10,19,15,1,0,FALSE
4,10,3,3,1,1,FALSE
2,3,16,3,1,0,FALSE
5,5,38,30,1,5,FALSE
8,10,55,27,1,0,FALSE
1,1,0,52,1,0,FALSE
1,1,4,0,1,0,FALSE
2,2,10,10,1,4,FALSE
1,1,3,1,1,1,FALSE
3,3,73,7,1,2,TRUE
11,48,319,918,1,0,FALSE
43,45,5,410,1,37,FALSE
50,91,130,3442,1,0,FALSE
1,1,0,6,1,0,FALSE
4,4,90,97,1,0,FALSE
7,7,12,12,1,5,FALSE
1,1,4,0,1,3,FALSE
3,4,38,11,1,2,FALSE
2,3,23,11,1,2,TRUE
2,4,54,68,1,0,TRUE
3,3,39,21,1,2,TRUE
1,1,3,3,1,1,FALSE
2,3,37,20,1,0,FALSE
1,1,3,3,1,0,FALSE
1,1,3,3,1,0,FALSE
1,1,1,2,1,0,FALSE
2,2,15,39,1,0,TRUE
5,102,0,0,1,0,FALSE
5,5,76,19,1,3,FALSE
4,5,121,0,1,0,FALSE
3,6,28,3,1,0,FALSE
1,1,1,0,1,0,FALSE
4,5,22,89,1,2,FALSE
1,1,23,27,1,0,FALSE
2,2,53,28,1,0,FALSE
5,5,5,5,1,3,FALSE
4,4,5,7,1,0,FALSE
1,1,1,0,1,0,FALSE
7,9,27,23,1,3,TRUE
4,7,18,63,1,0,FALSE
31,32,116,106,1,0,FALSE
3,6,66,19,1,0,FALSE
2,7,1221,0,1,0,FALSE
1,1,15,8,1,0,FALSE
2,2,24,7,1,0,FALSE
2,2,21,7,1,0,FALSE
6,7,92,7,1,1,FALSE
2,3,21,7,1,0,FALSE
6,6,12,10,1,0,FALSE
1,1,0,1,1,3,FALSE
1,1,114,58,1,4,TRUE
1,1,1,0,1,3,FALSE
2,3,25,14,1,6,TRUE
6,14,247,285,1,20,TRUE
1,1,1,0,1,2,FALSE
1,1,51,48,1,1,FALSE
1,1,2,6,1,6,FALSE
1,1,4,4,1,0,FALSE
1,1,1,1,1,1,FALSE
1,1,1,1,1,0,FALSE
1,2,4,4,1,0,FALSE
1,1,2,2,1,0,FALSE
1,1,5,0,1,0,FALSE
27,61,403,459,1,0,TRUE
27,61,400,458,1,67,TRUE
1,1,3,0,1,0,FALSE
5,8,104,28,8,115,TRUE
4,4,58,51,8,168,TRUE
8,21,362,344,8,89,FALSE
3,9,200,6,8,22,TRUE
5,8,198,44,8,95,TRUE
4,4,329,239,8,44,FALSE
1,1,1,1,8,10,FALSE
2,2,4,4,8,92,FALSE
1,1,5,0,8,9,FALSE
25,58,317,309,8,398,FALSE
10,12,460,815,8,119,FALSE
12,36,692,649,8,267,TRUE
1,1,17,2,8,19,TRUE
11,15,115,57,8,55,FALSE
2,7,53,43,8,36,TRUE
9,18,346,453,8,94,TRUE
2,2,8,0,8,17,FALSE
1,1,0,4,8,2,FALSE
6,6,25,44,8,82,FALSE
3,3,17,0,8,52,FALSE
3,9,141,98,8,149,TRUE
1,1,2,1,8,7,FALSE
1,1,6,0,8,10,TRUE
1,1,11,1,8,6,FALSE
1,1,2,2,8,1,FALSE
1,1,2,1,8,5,TRUE
2,2,3,3,8,10,FALSE
3,3,11,2,8,8,FALSE
2,3,79,24,8,22,FALSE
3,10,183,171,8,137,FALSE
4,7,152,15,8,85,FALSE
5,8,223,130,8,107,TRUE
1,1,10,1,8,8,TRUE
2,2,4,1,8,8,FALSE
3,4,18,117,8,49,FALSE
3,3,5,2,8,11,FALSE
4,4,368,161,8,42,FALSE
1,2,1,3,8,88,FALSE
1,1,4,0,8,2,FALSE
1,1,1,1,8,86,FALSE
1,1,1,0,8,15,FALSE
1,2,13,3,8,40,FALSE
1,1,1,0,8,17,FALSE
1,1,6,1,8,5,FALSE
2,3,8,12,8,56,FALSE
1,1,1,1,8,84,FALSE
4,4,3,6,8,8,TRUE
6,6,115,46,8,8,TRUE
4,9,418,340,8,64,TRUE
1,2,43,2,8,87,FALSE
1,2,49,42,8,15,TRUE
2,2,1,1,8,16,FALSE
3,3,156,25,8,28,FALSE
13,14,199,174,8,192,TRUE
7,8,251,206,8,32,TRUE
6,22,33,33,8,98,FALSE
29,79,6761,6761,8,487,TRUE
5,5,32,38,8,94,FALSE
1,1,1,1,8,79,FALSE
2,2,41,1,8,78,FALSE
1,1,16,0,8,77,FALSE
5,5,60,82,8,46,FALSE
1,1,5,7,8,63,FALSE
6,6,50,52,8,90,TRUE
1,1,3,3,8,62,FALSE
5,9,34,75,8,189,FALSE
1,1,1,1,8,6,FALSE
2,3,71,43,8,5,FALSE
3,7,82,16,8,105,FALSE
1,1,8,1,1,1,FALSE
2,2,25,10,8,12,FALSE
2,8,844,0,1,1,TRUE
1,1,2,1,8,32,FALSE
3,5,28,48,8,94,FALSE
1,1,5,0,8,74,FALSE
7,98,23,23,8,319,FALSE
1,1,1,1,8,4,FALSE
3,4,43,2,8,89,FALSE
3,4,69,2,8,86,FALSE
3,4,57,2,8,83,FALSE
3,4,56,2,8,80,FALSE
3,4,42,2,8,77,FALSE
4,5,637,5,8,77,FALSE
28,28,517,647,8,205,FALSE
37,37,66,57,8,286,FALSE
4,4,88,184,8,27,FALSE
2,2,41,1,8,73,FALSE
7,25,68,1198,8,239,FALSE
5,8,198,208,8,32,FALSE
3,6,107,76,8,25,FALSE
5,5,1,2,8,30,FALSE
2,2,41,1,8,72,FALSE
1,2,43,43,8,6,FALSE
1,2,47,3,8,14,FALSE
3,3,37,42,8,12,TRUE
1,1,1,0,8,13,FALSE
2,3,11,13,8,57,TRUE
2,2,41,1,8,71,FALSE
2,2,41,1,8,70,FALSE
1,2,17,7,8,10,FALSE
1,1,2,0,8,4,FALSE
1,1,1,1,8,69,FALSE
1,1,2,2,8,2,FALSE
2,3,41,41,8,73,FALSE
2,2,54,4,8,12,FALSE
2,3,5,7,8,89,TRUE
5,6,366,422,8,52,FALSE
5,9,24,93,8,89,FALSE
7,9,10,10,8,66,FALSE
1,1,2,4,8,44,FALSE
4,4,40,7,8,71,FALSE
3,3,362,238,8,16,FALSE
1,1,19,16,8,43,FALSE
1,1,449,484,8,7,FALSE
1,1,4,7,8,3,FALSE
1,1,0,22,8,12,FALSE
1,1,11,1,8,42,FALSE
1,1,5,19,8,41,FALSE
2,2,22,157,8,46,FALSE
1,1,1,2,5,5,FALSE
1,1,6,2,8,39,FALSE
8,8,277,210,8,45,FALSE
2,10,35,19,8,48,FALSE
1,1,2,8,8,65,FALSE
13,16,83,150,8,175,TRUE
1,1,0,3,8,10,FALSE
1,8,8,8,8,9,FALSE
2,4,11,164,8,17,FALSE
2,5,72,42,8,44,FALSE
2,6,27,26,8,53,TRUE
3,6,48,30,8,36,FALSE
3,6,176,93,8,40,FALSE
1,3,154,154,8,15,FALSE
3,3,34,30,8,13,FALSE
1,1,3,3,8,63,FALSE
2,2,41,1,8,62,FALSE
1,3,38,2,8,3,FALSE
13,16,192,101,8,64,FALSE
3,4,194,4,8,68,FALSE
1,1,31,20,6,12,FALSE
3,4,216,1,8,65,FALSE
5,5,1,1,8,9,FALSE
1,4,293,244,8,22,FALSE
3,4,199,0,8,62,FALSE
3,4,208,3,8,59,FALSE
3,5,318,2,8,56,FALSE
5,7,233,13,8,65,FALSE
3,5,230,198,8,12,FALSE
3,6,58,5,8,17,TRUE
35,39,231,130,8,211,TRUE
5,5,503,10,8,74,TRUE
2,2,126,97,8,12,FALSE
1,1,23,33,8,36,TRUE
4,5,84,77,8,73,FALSE
9,13,163,62,8,7,TRUE
4,4,103,25,8,38,FALSE
6,11,285,99,8,58,TRUE
1,1,1,1,8,4,FALSE
1,1,2,2,8,3,FALSE
1,1,14,15,8,4,FALSE
1,1,1,0,8,33,FALSE
16,52,3114,3100,8,98,FALSE
1,1,1,1,8,1,FALSE
4,8,31,46,8,72,FALSE
1,1,4,1,1,2,FALSE
184,1235,24464,24420,,,TRUE
2,2,41,1,8,56,FALSE
1,1,415,20,6,5,FALSE
1,1,2,2,8,1,FALSE
1,1,6,49,8,31,FALSE
1,1,5,8,5,5,FALSE
1,1,2,1,8,4,FALSE
2,2,42,2,8,55,FALSE
1,1,0,0,1,0,FALSE
1,1,3,2,8,2,FALSE
8,20,126,1040,8,807,FALSE
1,1,1,1,8,1,FALSE
1,1,1,1,8,53,FALSE
3,18,65,2,8,83,TRUE
2,2,40,1,8,51,FALSE
1,1,1,1,8,3,FALSE
3,3,31,32,8,26,FALSE
1,1,2,2,8,2,FALSE
1,1,14,10,8,24,FALSE
2,4,18,13,8,46,FALSE
1,1,3,4,8,22,FALSE
2,2,24,25,5,23,TRUE
2,2,13,12,8,52,FALSE
6,46,46,46,6,370,FALSE
2,2,40,1,8,49,FALSE
1,1,225,221,6,9,FALSE
1,1,1,1,5,1,FALSE
2,2,40,2,5,2,FALSE
1,2,0,0,1,0,FALSE
1,1,1,1,8,48,FALSE
2,2,3,3,8,49,FALSE
1,1,1,1,5,1,FALSE
4,4,159,11,8,24,FALSE
3,3,241,45,8,10,FALSE
2,2,30,30,8,1,FALSE
1,1,46,0,1,0,FALSE
2,2,30,9,8,8,FALSE
2,2,10,9,7,47,FALSE
3,5,48,39,8,261,FALSE
1,1,77,0,1,0,FALSE
1,1,1,1,1,6,FALSE
1,1,1,1,7,45,FALSE
1,1,7,15,7,44,FALSE
1,1,39,0,1,0,FALSE
1,1,1,1,7,43,FALSE
1,1,1,1,7,1,FALSE
2,2,2,2,7,53,FALSE
3,4,31,102,7,266,TRUE
9,9,795,614,7,171,FALSE
1,1,4,3,6,25,FALSE
1,1,3,3,6,6,FALSE
1,1,5,5,6,28,FALSE
1,1,8,8,6,7,FALSE
8,10,93,40,7,471,FALSE
1,1,1,1,6,27,FALSE
1,1,1,1,6,23,FALSE
1,2,8,16,6,14,FALSE
1,1,19,8,6,41,FALSE
1,1,1,0,1,5,FALSE
2,4,260,0,1,0,FALSE
1,1,16,0,1,0,FALSE
6,10,0,2,6,42,FALSE
199,1245,23651,23540,,,TRUE
2,2,3,2,6,40,FALSE
3,3,279,251,6,5,FALSE
2,2,56,12,5,9,FALSE
8,9,90,4,5,31,FALSE
1,1,24,1,5,10,FALSE
6,8,36,35,5,47,FALSE
7,17,69,29,5,99,TRUE
1,4,66,52,5,14,FALSE
2,2,40,2,6,37,FALSE
2,2,3,2,6,38,FALSE
1,1,13,5,5,1,FALSE
3,3,653,781,6,11,FALSE
2,2,28,0,5,7,TRUE
1,1,2,2,5,11,FALSE
2,2,38,19,5,9,FALSE
1,1,14,2,5,10,FALSE
1,2,5,11,5,22,FALSE
3,3,15,1,5,25,FALSE
1,1,38,0,1,0,FALSE
2,2,32,37,5,26,TRUE
4,5,107,61,5,45,FALSE
3,3,16,5,5,10,FALSE
1,1,3,3,5,34,FALSE
1,1,2,3,5,33,FALSE
1,1,2,1,6,4,FALSE
1,1,1,1,5,3,FALSE
1,2,367,335,5,4,FALSE
1,1,778,569,6,4,FALSE
2,2,579,1,6,6,FALSE
5,5,359,836,6,19,FALSE
1,1,1,1,5,1,FALSE
5,15,2035,2046,5,8,FALSE
2,2,26,0,5,4,FALSE
4,8,14,217,5,27,TRUE
2,2,0,5,5,17,FALSE
1,3,16,190,5,18,FALSE
2,2,9,1,5,41,FALSE
1,1,15,9,5,7,FALSE
3,5,25,5,5,5,FALSE
1,1,1,1,5,2,FALSE
1,1,1,1,5,4,FALSE
2,2,11,10,5,51,FALSE
2,2,787,31,6,1,FALSE
3,3,14,18,5,20,TRUE
2,2,19,2,5,2,FALSE
1,1,1,0,5,9,FALSE
7,11,123,49,5,39,TRUE
1,2,16,8,5,12,FALSE
3,5,300,80,5,55,TRUE
2,2,16,3,5,4,FALSE
4,6,51,19,5,26,FALSE
28,28,114,113,5,76,FALSE
1,1,14,18,5,2,FALSE
2,2,35,1,5,31,FALSE
1,1,25,15,5,8,TRUE
2,3,39,4,5,33,FALSE
1,1,1,1,5,2,FALSE
2,2,3,2,5,12,FALSE
1,1,2,2,5,1,FALSE
1,1,4,7,5,9,FALSE
4,6,34,11,5,54,FALSE
1,1,10,3,5,2,FALSE
5,9,99,6,5,21,FALSE
1,1,1,1,5,29,FALSE
2,3,107,35,5,8,FALSE
3,3,123,6,5,12,FALSE
1,1,1,1,5,3,FALSE
22,22,1,143,5,32,FALSE
7,9,23,21,5,13,FALSE
22,73,3,270,5,178,FALSE
1,1,0,2,5,3,FALSE
2,4,24,4,5,15,TRUE
1,1,0,3,1,4,FALSE
1,2,20,0,5,28,FALSE
4,4,20,0,5,34,FALSE
1,1,1,1,5,2,FALSE
1,1,18,7,1,1,FALSE
1,1,21,9,1,1,FALSE
1,1,13,5,5,1,FALSE
1,4,144,0,1,0,FALSE
9,33,3074,3074,5,43,FALSE
3,3,25,1,5,13,FALSE
3,3,101,5,5,35,TRUE
6,30,0,0,5,41,FALSE
1,2,8,2,5,10,FALSE
3,4,22,21,5,49,TRUE
2,2,10,10,5,5,TRUE
6,9,300,202,5,79,TRUE
1,1,10,3,5,8,FALSE
1,1,5,2,5,1,FALSE
2,2,29,1,5,25,FALSE
1,1,1,1,5,1,FALSE
2,2,7,23,5,4,FALSE
2,3,29,29,5,27,FALSE
1,1,2,0,5,8,FALSE
4,7,84,137,5,46,TRUE
2,2,7,12,5,9,FALSE
3,6,60,46,5,38,FALSE
2,2,3,3,5,15,FALSE
8,17,26,22,5,30,FALSE
1,1,26,20,5,10,TRUE
1,1,3,2,5,3,FALSE
1,1,23,0,5,9,TRUE
7,7,32,13,5,20,TRUE
2,2,61,22,5,13,FALSE
3,12,0,0,1,0,FALSE
1,1,1,1,5,2,FALSE
1,4,0,0,1,0,FALSE
3,5,163,62,5,24,FALSE
3,4,64,40,5,21,FALSE
4,6,58,35,5,54,FALSE
1,1,8,1,5,1,FALSE
1,1,47,3,5,3,TRUE
2,2,23,2,5,22,FALSE
1,1,32,12,5,3,TRUE
2,2,11,10,5,3,TRUE
3,7,26,16,5,54,TRUE
5,5,5,5,5,11,FALSE
4,9,154,91,5,71,TRUE
3,5,109,71,5,16,TRUE
4,7,86,28,5,44,TRUE
2,5,33,18,5,13,TRUE
1,1,1,1,5,20,FALSE
