nd,nf,la,ld,ndev,nuc,contains_bug
1,1,3,2,11,11,FALSE
1,1,3,2,11,66,FALSE
1,1,11,6,11,214,FALSE
1,1,4,5,11,125,TRUE
1,1,2,0,11,316,FALSE
1,1,2,1,11,113,FALSE
2,3,22,9,11,393,FALSE
1,1,7,0,7,26,FALSE
1,1,2,2,11,259,FALSE
1,1,1,1,11,258,FALSE
1,1,42,0,7,25,FALSE
1,1,2,2,11,257,FALSE
1,1,1,1,11,48,FALSE
1,1,10,0,11,312,FALSE
1,1,6,6,11,111,FALSE
1,1,29,11,11,270,TRUE
1,1,2,2,11,209,TRUE
1,1,4,0,11,3,FALSE
1,1,25,5,11,110,TRUE
1,1,2,2,11,2,FALSE
1,1,1,1,11,18,FALSE
1,1,0,22,11,262,FALSE
2,3,14,12,11,541,TRUE
2,2,2,13,11,518,FALSE
1,1,14,2,11,309,FALSE
1,1,0,1,11,72,FALSE
1,1,2,3,11,120,FALSE
1,1,1,1,11,67,FALSE
1,1,98,1,11,109,TRUE
2,2,13,0,11,114,FALSE
1,1,1,1,11,17,FALSE
1,3,80,12,11,379,TRUE
1,1,4,0,11,206,FALSE
1,1,3,29,11,118,TRUE
1,1,33,0,7,24,FALSE
1,1,2,2,11,255,FALSE
1,1,4,5,11,58,FALSE
2,2,50,43,11,268,TRUE
1,1,4,10,11,108,FALSE
1,1,3,41,11,267,FALSE
1,1,15,9,11,117,FALSE
4,12,392,395,11,681,TRUE
2,3,240,240,11,324,FALSE
1,2,30,31,11,378,FALSE
1,1,3,275,11,22,FALSE
1,1,2,2,11,261,FALSE
1,1,2,2,11,263,FALSE
2,2,13,4,11,269,FALSE
2,2,13,4,11,266,FALSE
1,1,0,0,1,0,FALSE
1,1,0,0,1,1,FALSE
3,5,73,22,11,500,FALSE
3,5,73,22,11,505,TRUE
1,1,10,4,11,106,FALSE
4,6,187,23,11,617,TRUE
1,1,8,3,11,32,TRUE
1,1,8,8,11,31,TRUE
3,5,100,21,11,314,TRUE
32,33,35,35,11,785,FALSE
1,1,2,1,11,102,FALSE
1,1,43,52,11,9,FALSE
1,3,18,16,11,175,FALSE
1,3,9,2,11,172,FALSE
1,1,7,0,11,111,FALSE
3,9,0,0,11,26,FALSE
1,1,20,4,1,5,FALSE
2,2,5,5,11,109,FALSE
2,2,67,4,11,106,FALSE
1,1,0,59,11,104,FALSE
1,1,1,1,11,16,FALSE
1,1,2,2,1,2,FALSE
1,1,2,2,11,254,FALSE
5,6,28,18,11,505,TRUE
10,20,1408,0,11,56,FALSE
1,1,29,0,7,23,FALSE
37,52,1611,1845,11,779,FALSE
1,1,2,2,11,253,FALSE
1,1,2,5,11,305,FALSE
1,1,1,1,11,15,FALSE
1,2,3,1,11,193,FALSE
1,1,3,3,11,34,FALSE
1,1,7,2,11,34,FALSE
1,1,15,4,11,71,FALSE
1,1,1,0,11,304,FALSE
1,1,61,15,11,258,FALSE
1,1,1,1,11,193,FALSE
1,1,3,40,11,29,FALSE
1,2,14,13,11,66,FALSE
1,1,10,7,11,301,FALSE
1,1,2,2,1,1,FALSE
1,1,1,1,1,4,FALSE
1,1,11,1,1,3,FALSE
1,2,22,2,1,2,FALSE
1,1,2,0,1,1,FALSE
15,15,1275,219,11,233,FALSE
1,1,51,0,7,22,FALSE
1,1,2,2,11,252,FALSE
1,1,2,2,11,251,FALSE
1,1,7,3,11,296,TRUE
2,3,8,6,11,311,FALSE
1,1,3,3,11,33,FALSE
1,1,2,1,11,36,FALSE
1,1,11,4,11,295,FALSE
1,1,31,17,11,70,FALSE
1,1,28,15,11,4,TRUE
1,1,1,1,11,199,TRUE
1,1,2,1,11,21,FALSE
1,1,1,0,11,198,TRUE
1,1,1,1,11,35,FALSE
9,12,133,21,11,1018,TRUE
1,1,1,1,8,6,FALSE
1,1,2,2,11,55,FALSE
1,1,10,1,11,59,FALSE
1,1,15,5,11,4,FALSE
1,1,1,1,11,32,FALSE
1,1,42,42,11,69,FALSE
1,1,35,41,11,292,TRUE
1,1,1,1,11,61,FALSE
1,1,1,1,11,69,FALSE
6,8,118,71,11,526,TRUE
4,4,0,0,1,4,FALSE
7,8,13,9,11,284,FALSE
4,4,0,0,1,0,FALSE
3,4,113,32,11,62,FALSE
1,4,0,0,2,4,FALSE
1,1,42,0,7,21,FALSE
1,1,2,2,11,250,FALSE
1,1,3,1,11,11,FALSE
2,2,0,0,11,10,FALSE
2,2,0,0,11,8,FALSE
1,1,165,0,1,0,FALSE
13,13,12,13,11,81,FALSE
2,2,9,10,11,259,FALSE
1,1,7,32,11,10,FALSE
5,6,15,13,11,102,FALSE
1,1,2,2,11,188,FALSE
1,1,1,9,11,16,FALSE
3,6,0,112,11,19,FALSE
1,1,3,3,11,10,FALSE
3,3,3,6,11,15,FALSE
4,5,156,17,11,200,TRUE
2,4,7,5,11,46,FALSE
3,3,6,1,11,12,FALSE
1,1,2,2,11,249,FALSE
1,1,1,1,11,54,FALSE
12,274,1,897,11,277,FALSE
5,10,31,21,11,18,FALSE
1,2,0,0,11,9,FALSE
1,2,0,0,11,7,FALSE
1,1,1,1,11,187,FALSE
1,1,34,0,7,20,FALSE
1,1,3,4,11,246,FALSE
1,1,10,4,11,192,TRUE
1,1,3,0,11,7,FALSE
3,4,1,2,11,17,FALSE
3,5,28,86,11,389,TRUE
2,3,33,10,11,197,FALSE
1,1,2,1,11,1,FALSE
1,1,21,10,11,248,FALSE
4,4,14,1,11,49,FALSE
1,1,1,1,11,250,FALSE
1,2,37,169,11,347,FALSE
1,1,28,43,11,122,FALSE
1,1,6,4,11,11,FALSE
1,1,39,16,11,16,TRUE
1,1,12,0,11,97,FALSE
4,4,77,210,11,360,FALSE
2,2,68,34,11,68,TRUE
2,3,35,13,11,137,TRUE
2,2,4,0,11,236,TRUE
1,1,38,1,11,247,FALSE
2,2,7,2,11,234,FALSE
1,1,3,16,11,106,FALSE
2,2,18,171,11,117,FALSE
8,8,167,125,11,51,FALSE
8,11,117,17,11,25,FALSE
1,1,1,2,11,27,FALSE
1,1,1,2,11,31,FALSE
1,1,38,28,11,33,FALSE
1,1,65,33,11,288,TRUE
1,4,12,17,11,351,TRUE
1,1,3,0,11,7,FALSE
1,1,19,5,11,53,TRUE
1,5,0,2905,11,120,FALSE
1,1,1,1,11,7,FALSE
1,1,1,1,11,6,FALSE
1,1,1,6,11,95,FALSE
1,1,1,6,11,99,FALSE
2,2,19,1,11,250,FALSE
4,6,162,84,11,374,TRUE
4,6,162,83,11,384,FALSE
3,3,18,8,11,161,FALSE
3,3,18,8,11,155,FALSE
6,12,0,246,11,44,FALSE
6,12,0,246,11,32,FALSE
1,1,14,24,11,96,FALSE
1,1,16,24,11,92,FALSE
31,31,33,33,11,581,FALSE
3,5,511,511,11,17,FALSE
3,5,49,49,11,9,FALSE
2,2,0,127,11,8,FALSE
1,2,2,4,11,31,FALSE
2,2,15,26,11,25,FALSE
1,17,0,893,11,61,FALSE
3,6,19,15,11,191,FALSE
2,3,70,49,11,371,TRUE
1,1,90,1,11,3,FALSE
1,1,13,21,11,4,FALSE
1,1,3,6,1,1,FALSE
1,1,28,0,7,19,FALSE
1,1,2,2,11,243,FALSE
1,1,6,8,11,287,FALSE
1,1,1,1,11,10,FALSE
1,1,16,4,11,108,FALSE
1,1,2,4,11,91,FALSE
2,2,32,34,11,46,FALSE
1,1,4,3,11,191,TRUE
1,1,19,14,11,32,TRUE
1,1,3,6,11,286,FALSE
1,1,4,4,11,90,FALSE
1,1,6,15,11,17,FALSE
1,1,14,4,11,68,FALSE
1,1,2,2,11,242,FALSE
12,29,188,270,11,1189,FALSE
1,1,1,1,11,241,FALSE
4,9,235,240,11,575,TRUE
1,1,1,1,11,47,FALSE
2,5,8,23,11,576,FALSE
1,1,24,21,11,105,FALSE
1,1,2,1,11,10,FALSE
1,1,2,2,11,7,FALSE
103,312,4197,1273,11,104,FALSE
2,4,346,0,1,0,FALSE
1,1,3,2,11,29,FALSE
1,1,2,1,11,7,TRUE
1,1,1,8,11,9,TRUE
1,2,17,11,11,280,FALSE
1,1,1,1,7,18,FALSE
1,1,2,2,11,240,FALSE
1,1,1,1,11,7,FALSE
1,1,2,2,11,239,FALSE
44,80,1697,1501,11,537,FALSE
1,1,23,38,7,17,FALSE
1,1,62,0,7,16,FALSE
2,2,2,2,11,65,FALSE
1,1,0,21,11,42,FALSE
1,1,25,19,11,60,FALSE
1,1,2,3,11,283,TRUE
1,1,29,31,11,282,TRUE
1,1,2,2,11,238,FALSE
1,1,2,7,11,9,FALSE
2,2,27,0,11,97,FALSE
19,180,4438,4447,11,3208,TRUE
1,1,98,98,11,41,TRUE
1,1,4,10,11,281,FALSE
1,1,3,3,11,280,FALSE
1,1,10,1,11,7,FALSE
1,1,3,3,11,235,FALSE
2,2,3,1,11,20,FALSE
1,1,6,6,11,65,FALSE
1,1,34,8,11,278,TRUE
2,2,5,3,11,65,TRUE
3,3,13,18,11,92,FALSE
2,2,5,7,11,27,FALSE
1,1,10,1,11,44,FALSE
1,1,6,6,11,63,FALSE
1,1,3,3,11,277,FALSE
1,1,10,4,11,276,FALSE
1,1,1,0,11,118,FALSE
1,1,16,0,1,0,FALSE
30,30,29,30,11,545,FALSE
1,2,206,0,1,0,FALSE
33,39,9861,15835,11,282,FALSE
9,18,0,2237,11,20,FALSE
2,4,481,1069,11,7,FALSE
3,4,0,675,11,13,FALSE
2,2,16,16,2,3,FALSE
1,1,3,0,11,117,FALSE
1,1,278,268,11,234,FALSE
1,1,53,0,1,0,FALSE
1,1,21,12,11,33,TRUE
1,1,8,8,11,46,FALSE
2,2,3,3,9,31,FALSE
1,2,40,60,11,20,FALSE
2,2,0,4,11,31,FALSE
1,4,1,32,11,62,FALSE
1,1,35,4,9,5,FALSE
3,9,33,16,11,454,TRUE
1,1,1,0,1,0,FALSE
2,3,16,11,11,568,TRUE
2,4,35,27,11,223,FALSE
2,4,35,27,11,227,TRUE
1,1,4,4,11,42,FALSE
1,1,4,4,11,41,FALSE
1,1,5,2,11,184,TRUE
1,1,5,2,11,182,FALSE
1,1,5,0,11,271,TRUE
1,1,53,41,11,11,TRUE
1,1,40,53,11,10,FALSE
1,1,52,40,11,9,FALSE
1,1,1,1,11,177,FALSE
1,1,1,1,11,10,FALSE
1,1,1,1,11,7,FALSE
1,1,1,1,11,11,FALSE
1,1,1,1,11,5,FALSE
1,1,2,2,11,11,FALSE
1,1,19,19,9,3,FALSE
1,1,13,13,11,11,FALSE
1,1,18,18,8,9,FALSE
1,1,1,1,11,6,FALSE
1,1,17,17,4,4,FALSE
1,1,18,18,8,3,FALSE
1,1,1,1,11,86,FALSE
1,1,0,0,1,1,FALSE
1,1,1,1,11,33,FALSE
1,1,2,2,11,85,FALSE
1,1,1,1,7,15,FALSE
1,1,1,1,11,14,FALSE
1,1,0,2,11,10,FALSE
1,1,2,2,8,5,FALSE
1,1,2,2,11,13,FALSE
1,1,1,1,8,3,FALSE
1,1,1,1,1,1,FALSE
1,1,1,1,8,1,FALSE
1,1,2,2,1,1,FALSE
1,1,1,1,11,2,FALSE
1,1,4,4,1,1,FALSE
1,1,2,2,8,1,FALSE
1,1,2,2,8,6,FALSE
1,1,2,2,1,1,FALSE
1,2,25,25,2,1,FALSE
1,1,1,1,8,11,FALSE
1,1,1,6,11,14,FALSE
1,1,1,6,11,15,FALSE
2,6,142,50,11,607,FALSE
2,6,142,50,11,616,TRUE
1,1,69,12,11,270,FALSE
1,1,69,12,11,272,TRUE
1,1,17,0,7,14,FALSE
1,1,2,2,11,233,FALSE
1,1,4,0,11,269,FALSE
1,1,6,4,11,10,FALSE
1,1,2,11,11,51,FALSE
1,1,1,1,11,116,FALSE
1,1,1,1,11,58,FALSE
1,1,19,2,11,31,FALSE
1,1,10,34,11,60,FALSE
1,1,0,12,11,21,FALSE
3,6,52,85,11,834,TRUE
1,3,12,3,11,61,FALSE
1,3,54,87,11,136,TRUE
1,1,1,1,11,56,FALSE
2,5,26,10,11,57,TRUE
1,1,6,9,11,50,FALSE
1,1,1,2,11,175,FALSE
1,1,31,0,7,13,FALSE
1,1,1,1,11,31,FALSE
1,1,2,2,11,232,FALSE
1,1,25,19,11,179,TRUE
1,1,43,47,11,178,TRUE
1,1,10,4,11,25,TRUE
1,1,6,3,11,30,FALSE
1,1,2,1,11,233,FALSE
1,1,6,3,11,58,FALSE
1,1,2,2,11,40,FALSE
1,1,52,17,11,19,FALSE
1,1,11,7,11,115,FALSE
2,2,2,2,11,232,FALSE
1,1,18,10,11,100,FALSE
1,1,2,2,11,231,FALSE
1,1,2,2,1,2,FALSE
4,4,28,2,11,603,TRUE
1,1,24,19,11,29,FALSE
1,1,0,6,11,12,FALSE
1,1,10,6,11,26,FALSE
1,1,9,2,11,66,FALSE
43,81,9764,2218,11,410,FALSE
1,1,2,2,11,230,FALSE
1,1,1,1,11,2,FALSE
2,2,12,34,11,101,TRUE
1,3,9,4,11,255,FALSE
1,1,2,3,11,24,FALSE
1,1,11,8,11,230,FALSE
1,1,19,12,11,50,FALSE
1,1,3,1,11,55,FALSE
1,2,4,10,11,128,FALSE
1,1,1,1,11,13,FALSE
1,1,4,2,11,26,FALSE
1,2,9,4,11,112,FALSE
1,1,2,1,11,83,FALSE
1,1,2,6,11,114,FALSE
1,1,18,4,11,18,FALSE
1,1,68,55,11,57,FALSE
1,2,0,0,11,5,FALSE
3,7,0,0,11,8,FALSE
1,1,5,0,7,12,FALSE
1,1,2,2,11,229,FALSE
3,3,10,3,11,189,FALSE
1,1,3,1,11,4,FALSE
7,9,48,26,11,552,TRUE
1,1,11,0,7,11,FALSE
1,1,2,2,11,228,FALSE
1,2,26,20,11,110,FALSE
2,4,67,4,11,380,TRUE
1,1,8,8,11,259,TRUE
1,1,2,2,11,227,FALSE
1,1,1,3,11,56,FALSE
1,1,3,2,11,105,FALSE
1,1,1,1,11,55,FALSE
1,1,29,1,11,113,FALSE
1,1,16,12,11,97,FALSE
1,1,2,2,11,226,FALSE
1,1,20,4,11,176,FALSE
1,1,2,3,11,54,FALSE
1,1,6,14,11,22,FALSE
3,5,78,37,11,141,TRUE
1,1,8,0,1,0,FALSE
1,1,15,1,1,1,FALSE
1,1,23,0,1,0,FALSE
1,1,0,1,11,225,FALSE
2,4,32,12,11,31,FALSE
1,1,77,16,11,228,TRUE
1,1,23,5,11,174,TRUE
1,1,14,2,11,55,FALSE
1,2,20,0,11,23,FALSE
1,1,4,2,11,53,FALSE
1,2,3,3,11,111,FALSE
2,4,113,22,11,152,TRUE
1,1,9,2,11,257,FALSE
1,1,5,5,11,96,FALSE
1,1,2,2,11,224,FALSE
1,2,41,8,11,263,TRUE
1,10,49,15,11,476,TRUE
1,1,10,9,11,227,FALSE
1,1,2,2,11,47,FALSE
1,1,11,5,11,18,FALSE
1,1,4,4,11,11,TRUE
1,2,33,34,11,286,TRUE
1,1,44,32,11,95,TRUE
1,2,7,1,11,19,FALSE
1,1,1,1,11,11,FALSE
3,3,1,1,11,3,FALSE
1,1,5,0,11,7,FALSE
1,1,9,3,11,253,FALSE
1,3,2,15,11,334,FALSE
1,1,10,6,11,72,TRUE
1,1,1,2,11,54,FALSE
2,2,6,2,11,34,FALSE
2,2,92,3,11,28,FALSE
1,1,7,7,11,52,TRUE
1,1,6,7,11,81,FALSE
1,1,4,2,11,20,TRUE
1,1,0,7,1,1,FALSE
1,1,1,1,11,10,FALSE
81,430,6587,0,,,FALSE
1,3,430,0,1,0,FALSE
1,2,209,0,1,0,FALSE
1,1,7,8,11,43,FALSE
1,1,1,0,11,30,FALSE
1,1,0,0,11,2,FALSE
1,1,0,4,11,29,FALSE
1,1,1,0,11,28,FALSE
4,17,83,318,11,1029,TRUE
1,1,3,4,11,252,TRUE
1,1,5,1,11,65,FALSE
3,8,0,0,11,30,FALSE
2,3,0,8,11,37,FALSE
1,1,5,0,7,10,FALSE
1,1,1,2,11,19,TRUE
1,1,2,2,11,101,TRUE
1,1,6,3,11,18,TRUE
1,1,1,1,11,222,FALSE
1,1,1,2,11,251,FALSE
1,1,2,2,11,221,FALSE
1,1,3,3,11,94,FALSE
1,1,5,4,11,250,TRUE
1,1,73,82,11,44,FALSE
2,3,39,25,11,406,FALSE
3,4,24,28,11,347,FALSE
1,1,212,1,7,9,FALSE
2,3,90,0,11,266,FALSE
1,1,1,1,11,2,FALSE
4,5,88,26,11,500,FALSE
1,1,1,0,11,220,FALSE
1,1,0,2,11,219,FALSE
1,1,7,6,11,13,TRUE
1,1,4,0,11,80,FALSE
2,3,12,12,11,394,FALSE
2,3,21,9,11,391,FALSE
2,3,67,46,11,264,TRUE
1,2,58,3,11,224,TRUE
2,3,23,14,11,259,FALSE
1,1,33,5,11,213,FALSE
3,5,112,13,11,351,TRUE
1,1,1,1,11,1,FALSE
1,1,10,2,11,14,FALSE
1,1,57,68,11,249,TRUE
1,1,9,8,11,52,FALSE
1,1,17,61,11,211,TRUE
1,1,49,28,11,17,TRUE
1,1,25,21,11,10,FALSE
1,1,1,1,11,35,FALSE
1,1,20,11,11,248,TRUE
3,3,55,9,11,233,FALSE
1,1,0,1,11,17,FALSE
1,1,6,6,11,247,FALSE
1,1,2,2,11,219,FALSE
1,1,7,2,11,218,FALSE
1,1,4,1,11,12,FALSE
1,1,3,0,11,13,FALSE
1,1,57,16,11,70,TRUE
1,1,1,1,9,8,FALSE
1,1,1,1,11,210,FALSE
1,1,3,2,11,79,FALSE
1,1,1,1,11,14,FALSE
1,1,1,1,11,246,FALSE
1,1,57,46,11,82,TRUE
1,1,66,41,11,35,FALSE
1,1,9,9,11,27,FALSE
1,1,2,8,11,217,FALSE
1,1,7,1,11,8,FALSE
1,1,0,5,11,43,FALSE
1,1,7,18,11,23,FALSE
2,3,75,73,11,532,FALSE
1,1,2,0,11,244,FALSE
1,1,1,1,11,3,FALSE
1,1,10,12,11,93,TRUE
1,1,23,35,11,243,TRUE
1,1,29,34,11,242,TRUE
1,1,4,2,11,22,FALSE
1,1,1,1,11,77,FALSE
2,2,3,5,11,11,FALSE
1,1,16,11,11,34,FALSE
2,2,26,2,11,14,FALSE
2,2,1,3,11,424,FALSE
1,1,9,9,11,26,FALSE
2,3,15,26,11,284,FALSE
2,2,13,4,11,38,FALSE
3,3,52,11,11,181,FALSE
2,2,105,90,11,10,FALSE
1,1,71,60,11,9,FALSE
2,2,38,28,11,10,FALSE
3,7,38,26,11,333,TRUE
2,4,57,14,11,216,FALSE
1,2,251,267,11,2,FALSE
5,9,398,10,11,426,TRUE
1,1,1,1,11,5,FALSE
1,1,1,0,11,25,FALSE
4,5,38,22,11,152,FALSE
1,1,6,1,11,11,FALSE
1,1,13,15,11,241,TRUE
1,1,5,14,11,107,FALSE
1,1,16,27,11,42,FALSE
1,1,77,85,11,3,TRUE
2,2,127,66,11,82,TRUE
1,1,2,2,11,214,FALSE
1,1,1,1,11,5,FALSE
2,2,8,8,11,165,FALSE
1,1,309,0,1,0,FALSE
2,2,12,0,11,252,FALSE
9,13,62,376,11,713,FALSE
1,2,0,0,7,3,FALSE
1,1,18,36,11,47,FALSE
1,1,15,0,11,202,FALSE
7,8,30,31,11,107,TRUE
1,1,6,0,11,239,FALSE
1,1,0,0,9,2,FALSE
1,2,0,0,7,1,FALSE
1,1,0,1,11,42,FALSE
1,2,0,0,9,8,FALSE
1,1,3,1,11,41,FALSE
2,2,16,12,11,33,FALSE
3,5,94,45,11,275,FALSE
5,5,195,18,11,317,FALSE
1,1,96,70,11,26,FALSE
1,1,1,1,11,1,FALSE
1,1,1,1,11,238,FALSE
1,1,0,4,11,201,FALSE
1,1,9,9,11,25,FALSE
1,1,9,8,11,40,FALSE
2,4,4,4,11,35,FALSE
1,1,13,4,11,2,TRUE
4,5,576,4,11,25,FALSE
2,2,14,1,11,288,FALSE
2,4,18,41,11,264,TRUE
2,4,137,13,11,260,TRUE
2,2,0,0,1,0,FALSE
2,3,5,0,11,36,FALSE
3,3,6,5,11,10,FALSE
4,6,31,24,11,412,TRUE
2,3,10,4,11,344,FALSE
1,1,1,1,11,160,FALSE
5,10,228,227,11,692,TRUE
1,1,1,1,11,46,FALSE
1,4,8,10,11,203,FALSE
1,1,8,5,11,234,FALSE
1,1,1,1,11,24,FALSE
1,1,2,8,11,65,FALSE
4,5,324,305,11,251,TRUE
1,1,2,3,11,211,FALSE
1,1,1,1,11,23,FALSE
1,1,2,2,11,210,FALSE
1,1,1,0,11,44,FALSE
1,1,2,2,11,209,FALSE
1,1,9,9,11,158,FALSE
1,1,2,1,11,105,TRUE
1,1,0,0,1,1,FALSE
3,3,43,0,1,0,FALSE
1,3,33,2,11,114,FALSE
2,3,16,17,11,182,FALSE
1,2,196,1,11,360,TRUE
1,1,10,3,11,41,FALSE
1,1,1,1,11,23,FALSE
1,1,10,3,11,90,FALSE
1,1,4,1,11,232,TRUE
1,1,0,0,11,3,FALSE
2,2,23,18,11,129,FALSE
1,1,6,8,11,43,TRUE
1,1,2,2,11,208,FALSE
1,1,1,1,11,89,FALSE
1,1,1,1,11,21,FALSE
1,1,4,0,11,9,FALSE
1,1,6,16,11,199,FALSE
3,8,174,189,11,367,TRUE
1,1,2,2,11,207,FALSE
1,1,0,0,1,0,FALSE
1,1,1,1,11,198,FALSE
1,1,76,139,11,50,FALSE
1,1,7,0,11,16,TRUE
1,1,2,2,11,51,FALSE
1,1,3,0,11,158,FALSE
1,1,40,39,11,103,TRUE
1,1,1,1,8,4,FALSE
1,1,14,11,11,61,TRUE
1,1,33,21,11,231,TRUE
4,4,16,12,11,192,FALSE
1,1,1,1,11,206,FALSE
1,3,13,18,11,148,FALSE
1,1,3,0,11,197,FALSE
1,1,40,45,11,157,TRUE
1,1,0,80,11,102,FALSE
1,1,2,11,11,15,FALSE
1,1,40,6,11,72,TRUE
4,7,128,134,11,290,FALSE
2,2,46,35,11,30,TRUE
1,1,1,0,11,16,FALSE
1,1,2,1,11,205,FALSE
1,1,14,18,11,44,FALSE
1,1,2,1,11,50,FALSE
3,3,89,46,11,31,TRUE
1,1,1,1,11,3,FALSE
2,37,0,0,11,71,FALSE
1,1,1,1,11,3,FALSE
1,1,15,17,11,229,TRUE
1,1,2,2,11,13,FALSE
1,1,7,0,11,47,FALSE
1,1,32,26,11,43,FALSE
1,1,5,10,11,204,FALSE
1,1,20,14,11,155,FALSE
1,1,8,15,11,24,FALSE
1,1,9,7,11,49,FALSE
1,1,45,10,11,46,TRUE
1,1,25,8,11,12,TRUE
1,1,4,4,11,15,TRUE
1,1,20,20,11,196,TRUE
1,1,4,20,11,19,FALSE
1,1,1,2,11,27,FALSE
1,1,1,3,11,86,FALSE
2,2,67,35,11,230,TRUE
1,1,3,2,11,75,FALSE
1,1,1,0,11,60,FALSE
1,1,9,2,11,31,FALSE
1,1,3,3,11,36,FALSE
1,1,1,0,11,24,FALSE
1,3,15,123,11,48,TRUE
1,1,3,3,11,25,FALSE
1,1,13,10,11,24,FALSE
1,1,33,11,11,227,TRUE
7,26,1066,988,11,1240,TRUE
2,2,2,0,11,23,FALSE
1,1,459,471,11,226,TRUE
1,1,14,5,11,194,FALSE
1,1,2,1,11,153,FALSE
1,1,20,49,11,153,TRUE
1,1,24,4,11,42,FALSE
1,3,80,99,11,284,FALSE
1,1,2,2,11,202,FALSE
5,19,164,151,11,354,TRUE
1,1,2,1,11,63,FALSE
6,26,743,496,11,920,TRUE
1,1,1,1,11,95,FALSE
1,1,5,1,11,62,FALSE
1,1,5,1,11,7,FALSE
1,1,4,1,11,39,FALSE
1,1,1,1,11,225,FALSE
1,1,1,0,11,189,FALSE
4,6,131,126,11,595,TRUE
1,1,36,34,11,224,TRUE
4,5,56,39,11,329,TRUE
1,1,14,9,11,150,FALSE
1,1,2,0,11,6,FALSE
2,2,24,19,11,216,FALSE
1,1,1,1,11,149,FALSE
2,2,8,18,11,224,FALSE
1,1,1,3,11,1,FALSE
1,1,115,0,1,0,FALSE
1,1,2,2,11,201,FALSE
5,6,53,95,11,310,FALSE
3,4,30,16,11,369,TRUE
5,26,392,324,11,904,TRUE
1,1,2,2,9,4,FALSE
1,1,1,1,11,22,FALSE
1,1,4,2,11,40,FALSE
1,1,10,1,11,36,FALSE
1,1,4,0,11,42,FALSE
1,1,1,1,11,21,FALSE
1,1,37,49,11,183,TRUE
1,1,1,1,11,38,FALSE
1,1,9,3,11,146,FALSE
1,1,2,2,11,198,FALSE
1,1,2,0,11,197,FALSE
1,1,2,0,11,196,FALSE
3,6,98,73,11,486,TRUE
3,6,99,73,11,480,FALSE
1,1,3,2,11,92,FALSE
1,1,3,2,11,93,FALSE
1,1,32,6,11,8,FALSE
1,1,32,6,11,9,TRUE
1,1,19,281,11,144,FALSE
1,1,1,0,11,143,FALSE
1,1,2,2,11,195,FALSE
0,0,0,0,0,0,TRUE
1,1,7,0,11,194,FALSE
1,1,4,0,11,24,FALSE
1,1,1,2,11,144,FALSE
1,2,66,77,11,78,FALSE
1,1,20,0,11,98,FALSE
1,1,11,7,11,8,TRUE
1,1,1,1,11,140,FALSE
1,1,3,1,11,9,FALSE
1,1,1,1,11,20,FALSE
1,1,3,1,11,3,FALSE
1,1,2,1,11,15,FALSE
1,1,2,2,11,193,FALSE
1,1,1,0,11,54,FALSE
1,1,22,18,11,12,FALSE
1,1,8,2,11,178,FALSE
