nd,nf,la,ld,ndev,nuc,contains_bug
2,2,5,5,2,152,FALSE
3,3,5,5,2,185,FALSE
1,4,150,98,2,35,FALSE
1,1,1,1,2,4,FALSE
3,7,78,2,2,23,FALSE
4,10,727,727,2,157,FALSE
3,5,104,2,2,79,FALSE
2,2,45,39,2,52,TRUE
3,3,140,4,2,31,FALSE
5,8,118,61,2,420,TRUE
2,5,26,16,2,128,FALSE
1,1,6,14,2,11,FALSE
1,1,1,1,2,3,FALSE
1,1,1,1,2,100,FALSE
5,14,206,111,2,346,TRUE
3,3,28,26,2,123,FALSE
1,1,70,69,2,15,FALSE
3,3,17,2,2,253,TRUE
3,4,23,0,2,190,TRUE
1,1,2,1,2,5,FALSE
4,5,104,166,2,269,TRUE
3,12,116,116,2,173,TRUE
2,11,109,109,2,61,FALSE
2,2,7,2,2,14,FALSE
1,9,66,117,2,38,TRUE
5,13,201,553,2,278,TRUE
6,8,117,29,2,401,TRUE
4,7,195,257,2,81,TRUE
3,3,6,131,2,39,TRUE
3,3,62,8,2,223,FALSE
3,3,46,49,2,220,FALSE
3,3,46,8,2,217,FALSE
3,3,77,5,2,214,FALSE
3,3,73,4,2,211,FALSE
3,3,1247,1306,2,208,FALSE
1,1,89,91,2,11,FALSE
4,4,1453,1291,2,237,TRUE
1,1,4,8,2,9,FALSE
3,3,1333,1364,2,200,TRUE
3,3,1434,1261,2,197,FALSE
4,5,112,80,2,236,FALSE
1,1,1,1,2,17,FALSE
9,139,220,211,2,150,FALSE
3,3,46,38,2,47,FALSE
11,20,8,8,2,218,FALSE
3,3,9,6,2,18,FALSE
4,4,37,37,2,112,FALSE
1,1,22,0,1,0,FALSE
6,8,273,94,2,193,TRUE
4,4,157,66,2,65,FALSE
2,2,5,5,2,138,FALSE
2,2,1,8,2,37,FALSE
2,2,25,22,2,104,FALSE
8,9,315,49,2,193,FALSE
8,9,323,50,2,202,FALSE
1,2,5,6,2,27,FALSE
3,4,34,3,2,190,FALSE
3,5,1329,1227,2,189,FALSE
2,2,1209,1142,2,92,FALSE
2,2,5,5,2,131,FALSE
1,1,0,0,2,29,FALSE
1,1,1,4,2,122,FALSE
2,2,87,2,2,130,FALSE
4,4,1337,1292,2,298,TRUE
3,4,155,1,2,135,TRUE
1,1,126,0,1,0,FALSE
3,4,195,54,2,132,TRUE
3,4,25,2,2,134,TRUE
2,2,21,2,2,125,FALSE
2,2,8,3,2,179,FALSE
1,1,153,93,2,18,FALSE
5,6,156,35,2,251,FALSE
2,2,5,5,2,128,FALSE
1,1,0,0,2,28,FALSE
4,4,49,6,2,230,FALSE
3,3,60,2,2,177,FALSE
3,3,95,69,2,176,FALSE
4,6,154,63,2,308,FALSE
1,1,41,0,1,0,TRUE
7,8,57,10,2,230,FALSE
3,3,140,24,2,174,FALSE
3,3,53,3,2,171,FALSE
4,4,155,10,2,280,FALSE
9,36,57,2,2,179,FALSE
3,4,10,11,2,138,FALSE
1,1,37,36,2,2,FALSE
2,2,5,5,2,124,FALSE
4,48,3,1,2,40,FALSE
4,4,33,12,2,179,TRUE
3,3,8,1,2,144,TRUE
4,6,69,22,2,344,TRUE
1,3,0,0,1,0,FALSE
3,5,297,221,2,193,FALSE
5,8,177,32,2,555,TRUE
3,3,121,66,2,298,FALSE
2,2,5,5,2,117,FALSE
1,1,0,0,2,26,FALSE
5,5,60,47,2,321,FALSE
4,5,1136,1117,2,330,TRUE
5,5,58,8,2,337,FALSE
2,2,1071,1037,2,177,FALSE
1,1,10,0,2,110,FALSE
2,2,58,53,2,215,FALSE
1,1,6,4,2,4,FALSE
5,51,2,0,2,17,FALSE
2,2,5,5,2,114,FALSE
1,1,0,0,2,24,FALSE
5,7,109,44,2,285,FALSE
5,5,74,47,2,222,FALSE
5,9,115,56,2,309,TRUE
1,1,6,1,2,13,FALSE
3,6,40,18,2,174,TRUE
3,3,19,1,2,149,FALSE
2,5,53,24,2,189,TRUE
2,2,49,61,2,111,FALSE
1,1,33,13,2,10,FALSE
3,4,385,354,2,150,FALSE
5,5,169,94,2,311,FALSE
6,17,250,12,2,45,FALSE
2,2,28,9,2,151,FALSE
3,3,225,200,2,154,FALSE
3,4,60,13,2,93,TRUE
2,2,5,5,2,106,FALSE
2,2,15,16,2,124,FALSE
1,2,8,0,2,16,FALSE
3,4,38,4,2,136,FALSE
4,5,39,5,2,151,TRUE
5,106,6,0,2,111,FALSE
4,25,1,0,2,7,FALSE
1,1,10,2,2,3,FALSE
3,3,50,4,2,151,FALSE
3,4,118,94,2,83,FALSE
4,6,483,423,2,253,FALSE
4,5,84,101,2,253,FALSE
4,4,67,4,2,147,FALSE
10,33,30,18,2,69,FALSE
5,12,458,111,2,118,FALSE
2,6,208,180,2,194,TRUE
3,3,68,3,2,140,FALSE
1,1,42,2,2,33,FALSE
5,9,67,13,2,369,FALSE
1,1,5,2,2,1,FALSE
2,3,46,44,2,147,TRUE
1,1,40,37,2,28,TRUE
2,2,5,5,2,102,FALSE
1,1,0,0,2,21,FALSE
1,1,1,1,2,1,FALSE
4,4,26,3,2,50,FALSE
7,10,199,0,2,263,TRUE
8,14,4,4,2,120,FALSE
5,6,122,76,2,163,FALSE
2,2,20,5,2,56,FALSE
9,217,2,0,2,34,FALSE
3,5,64,6,2,161,FALSE
3,3,91,64,2,144,FALSE
1,1,2,2,2,4,FALSE
2,3,60,40,2,9,TRUE
1,1,68,49,2,13,FALSE
3,4,27,17,2,65,FALSE
10,14,285,110,2,162,FALSE
5,7,92,18,2,59,FALSE
6,15,70,255,2,152,FALSE
6,15,240,55,2,137,FALSE
1,1,0,467,2,3,FALSE
1,1,33,2,2,2,FALSE
2,2,24,25,2,101,FALSE
3,3,17,11,2,74,FALSE
4,5,119,15,2,192,TRUE
4,4,246,17,2,231,FALSE
4,4,228,90,2,227,FALSE
1,1,39,0,1,0,FALSE
5,7,80,67,2,118,TRUE
1,1,5,5,2,11,FALSE
3,14,1,1,2,4,FALSE
6,6,154,12,2,254,FALSE
3,3,63,2,2,124,FALSE
1,1,0,0,2,1,FALSE
5,34,2,0,2,4,FALSE
11,16,142,125,2,100,FALSE
2,2,8,8,2,62,FALSE
6,10,50,38,2,88,FALSE
3,3,33,10,2,88,TRUE
6,7,116,49,2,111,TRUE
15,286,68,36,2,4,FALSE
7,9,323,293,2,91,FALSE
1,1,6,14,2,8,FALSE
6,10,139,149,2,92,FALSE
3,4,58,34,2,129,FALSE
4,5,32,3,2,273,TRUE
3,3,44,6,2,122,FALSE
2,3,40,31,2,118,FALSE
1,1,7,4,2,12,FALSE
1,1,22,11,2,3,TRUE
3,3,29,8,2,128,FALSE
1,1,2,2,2,10,FALSE
3,3,74,2,2,124,FALSE
3,4,48,5,2,208,FALSE
1,1,16,9,2,18,FALSE
3,6,121,63,2,56,TRUE
1,1,8,1,2,17,FALSE
1,1,17,2,2,1,FALSE
6,11,223,34,2,288,TRUE
6,9,257,131,2,131,TRUE
2,2,5,5,2,79,FALSE
4,4,13,22,2,45,FALSE
1,3,0,0,1,0,FALSE
2,2,5,5,2,77,FALSE
5,8,89,3,2,123,FALSE
3,3,26,3,2,120,FALSE
3,3,58,3,2,117,FALSE
1,1,1,1,2,44,FALSE
5,6,239,66,2,218,FALSE
2,4,26,5,2,48,FALSE
1,3,3,3,2,25,FALSE
5,5,51,4,2,244,FALSE
1,1,31,0,2,3,FALSE
3,4,44,6,2,111,FALSE
3,3,198,7,2,104,FALSE
3,3,51,2,2,101,FALSE
3,7,249,138,2,104,FALSE
1,1,5,1,2,1,FALSE
4,4,78,8,2,121,FALSE
2,2,5,5,2,73,FALSE
6,8,81,4,2,141,FALSE
3,3,38,3,2,95,FALSE
4,9,201,101,2,194,FALSE
3,3,49,17,2,98,FALSE
3,3,21,11,2,95,FALSE
3,5,87,11,2,99,FALSE
3,3,37,18,2,90,FALSE
5,7,119,59,2,335,TRUE
4,4,29,30,2,90,FALSE
2,2,42,3,2,12,FALSE
3,3,37,11,2,82,FALSE
2,3,19,3,2,8,TRUE
1,2,124,0,1,0,FALSE
2,2,4,4,2,57,FALSE
6,7,189,4,2,174,FALSE
1,1,26,0,2,14,TRUE
6,10,235,89,2,265,TRUE
7,9,67,23,2,150,TRUE
5,5,124,13,2,202,FALSE
5,7,34,9,2,220,FALSE
5,7,34,9,2,213,FALSE
1,1,1,1,2,5,FALSE
3,4,122,9,2,95,FALSE
3,10,404,349,2,107,FALSE
1,2,110,3,2,6,FALSE
1,2,49,28,2,3,FALSE
3,5,49,67,2,19,FALSE
2,3,15,2,2,94,FALSE
2,2,5,5,2,65,FALSE
2,5,0,0,2,16,FALSE
1,1,11,13,2,4,FALSE
3,3,71,39,2,25,FALSE
3,4,54,29,2,177,FALSE
1,1,2,2,2,35,FALSE
4,8,106,77,2,267,FALSE
3,10,213,87,2,93,FALSE
4,8,89,41,2,119,FALSE
3,3,82,5,2,73,FALSE
2,3,8,8,2,74,FALSE
3,3,19,3,2,68,TRUE
3,3,82,8,2,65,FALSE
3,5,45,81,2,24,TRUE
4,6,59,177,2,30,TRUE
5,8,259,5,2,24,TRUE
4,4,11,7,2,19,FALSE
8,10,93,21,2,31,FALSE
1,1,23,0,1,4,FALSE
1,3,16,4,2,10,FALSE
2,2,5,5,2,62,FALSE
1,1,0,0,2,14,FALSE
2,2,5,5,2,18,FALSE
4,16,1,1,2,36,FALSE
6,10,111,68,2,108,FALSE
2,2,11,6,2,19,FALSE
3,15,241,247,2,36,FALSE
3,3,46,4,2,61,FALSE
4,4,45,4,2,57,FALSE
2,2,41,1,2,15,FALSE
3,5,32,19,2,59,FALSE
4,8,141,16,2,138,FALSE
2,3,13,13,2,84,FALSE
3,3,60,15,2,47,FALSE
2,2,5,5,2,59,FALSE
1,1,0,0,2,13,FALSE
4,5,102,67,2,50,FALSE
2,2,16,28,2,8,FALSE
3,4,93,8,2,43,FALSE
1,1,1,1,2,5,FALSE
4,7,79,19,2,129,FALSE
3,3,60,7,2,39,FALSE
1,1,1,1,2,1,FALSE
3,5,29,19,2,117,TRUE
4,7,89,65,2,189,FALSE
5,9,179,78,2,263,FALSE
1,1,19,7,1,2,FALSE
1,3,66,68,2,4,FALSE
3,3,57,2,2,35,FALSE
1,6,1684,1531,2,115,TRUE
1,1,1,1,2,112,FALSE
4,5,61,4,2,146,FALSE
5,8,183,75,2,230,FALSE
4,5,75,46,2,154,FALSE
3,3,77,8,2,145,FALSE
1,1,35,0,1,0,FALSE
1,1,2,2,2,4,FALSE
4,5,146,22,2,139,FALSE
3,3,66,2,2,134,FALSE
4,4,21,13,2,213,FALSE
5,7,197,106,2,211,FALSE
2,2,5,2,2,128,FALSE
3,3,82,6,2,128,FALSE
5,5,50,62,2,230,TRUE
3,3,74,2,2,124,FALSE
3,3,38,14,2,121,FALSE
2,2,5,5,2,55,FALSE
1,1,0,0,2,12,FALSE
3,5,99,6,2,121,FALSE
3,3,98,6,2,118,FALSE
3,4,97,3,2,116,FALSE
3,3,66,2,2,112,FALSE
4,4,97,7,2,185,FALSE
3,3,21,5,2,110,FALSE
3,3,104,17,2,108,FALSE
4,4,254,102,2,184,FALSE
1,1,1,0,2,90,FALSE
3,4,135,102,2,106,FALSE
4,8,202,499,2,188,FALSE
4,6,95,219,2,179,FALSE
4,6,56,76,2,244,FALSE
6,13,247,166,2,327,FALSE
2,2,77,1,2,85,FALSE
4,4,85,1,2,159,FALSE
4,7,235,193,2,162,FALSE
3,3,6,0,2,153,FALSE
1,1,1,1,2,1,FALSE
4,5,169,35,2,152,FALSE
1,1,129,6,2,1,FALSE
4,7,304,209,2,148,FALSE
4,4,133,0,2,144,FALSE
4,7,229,0,2,141,FALSE
2,2,5,5,2,52,FALSE
1,1,0,0,2,11,FALSE
2,3,158,148,2,89,FALSE
3,3,37,64,2,210,FALSE
4,6,230,246,2,209,FALSE
4,4,284,267,2,204,FALSE
4,5,193,1,2,201,FALSE
4,4,53,0,2,198,FALSE
4,6,159,8,2,198,FALSE
4,5,37,8,2,242,FALSE
0,0,0,0,0,0,TRUE
2,3,224,3,1,19,TRUE
2,3,87,3,1,16,FALSE
4,4,101,12,2,189,FALSE
2,2,33,56,2,69,FALSE
2,2,0,0,2,10,FALSE
5,6,25,13,2,181,FALSE
4,6,228,2,2,184,FALSE
4,5,80,58,2,181,FALSE
4,5,142,2,2,177,FALSE
2,2,49,50,2,121,FALSE
3,3,114,110,2,123,FALSE
6,6,87,41,2,195,FALSE
4,4,89,0,2,168,FALSE
4,5,171,9,2,167,FALSE
4,4,97,0,2,162,FALSE
4,4,74,0,2,159,FALSE
5,5,66,6,2,180,FALSE
4,6,307,5,2,154,FALSE
2,2,5,5,2,44,FALSE
1,1,0,0,2,9,FALSE
4,4,150,0,2,151,FALSE
2,2,5,5,2,42,FALSE
2,2,3,3,2,61,FALSE
4,6,191,0,2,147,FALSE
3,5,28,14,2,106,FALSE
3,3,25,16,2,142,FALSE
4,4,57,13,2,143,TRUE
5,5,775,0,2,148,FALSE
2,2,749,0,2,47,FALSE
6,6,69,25,2,158,FALSE
4,5,46,9,2,139,FALSE
2,2,5,5,2,37,FALSE
1,1,0,0,2,7,FALSE
4,4,93,0,2,129,FALSE
5,7,122,40,2,151,FALSE
3,3,72,0,2,81,FALSE
4,4,185,222,2,121,FALSE
4,4,51,0,2,118,FALSE
1,1,4,4,2,20,FALSE
3,3,256,103,2,115,FALSE
3,4,28,87,2,78,FALSE
1,3,107,7,1,1,FALSE
1,1,40,0,1,0,FALSE
3,3,187,151,2,110,FALSE
1,1,170,170,2,36,FALSE
6,6,80,9,2,116,FALSE
1,1,37,21,2,34,FALSE
3,4,74,23,2,71,TRUE
3,3,243,190,2,101,TRUE
4,7,69,1,2,152,FALSE
4,4,66,0,2,95,TRUE
4,5,56,6,2,95,TRUE
5,5,253,187,2,109,TRUE
2,2,173,165,2,58,FALSE
6,8,437,248,2,126,TRUE
1,1,1,1,1,25,FALSE
4,5,57,9,1,91,TRUE
1,1,0,0,1,5,FALSE
1,1,45,46,1,17,FALSE
5,5,28,5,1,101,FALSE
6,6,100,29,1,98,FALSE
3,3,7,7,1,49,FALSE
1,1,0,0,1,4,FALSE
4,4,48,0,1,74,FALSE
4,4,39,5,1,71,FALSE
4,4,47,5,1,67,FALSE
5,6,159,6,1,106,FALSE
5,7,150,11,1,65,FALSE
4,4,29,123,1,64,FALSE
3,3,6,6,1,35,FALSE
3,5,0,0,1,7,FALSE
3,4,72,1,1,38,FALSE
4,5,77,53,1,60,TRUE
4,4,168,119,1,51,FALSE
5,6,151,67,1,84,FALSE
5,6,132,73,1,78,TRUE
5,5,218,178,1,57,TRUE
6,7,288,91,1,69,TRUE
3,3,115,93,1,24,TRUE
4,5,32,8,1,44,FALSE
2,2,1,0,1,7,FALSE
6,8,74,125,1,49,FALSE
4,6,95,26,1,25,TRUE
13,19,228,76,1,70,FALSE
4,7,112,8,1,29,FALSE
2,2,35,35,1,12,FALSE
3,3,54,24,1,21,TRUE
2,2,88,45,1,18,TRUE
3,3,39,0,1,12,FALSE
2,2,197,0,1,8,FALSE
2,3,295,9,1,10,FALSE
5,5,6,6,1,18,FALSE
6,14,162,28,1,50,TRUE
5,10,146,66,1,32,FALSE
11,22,264,165,1,64,FALSE
6,20,660,311,1,50,FALSE
13,43,1124,859,1,55,TRUE
1,3,31,0,1,8,FALSE
4,7,148,23,1,17,FALSE
7,28,0,0,1,26,FALSE
4,8,137,89,1,12,TRUE
14,65,346,394,1,64,TRUE
10,39,1167,2045,1,21,TRUE
17,139,5555,0,1,0,TRUE
1,1,4,0,1,0,FALSE
